Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,23,PHI,Philadelphia 76Ers,Allen Iverson,27.0,82,82.0,3485,804,1940,0.41,84,303,0.28,720,1637,0.44,0.44,570,736,0.77,68,276,344,454,225,13,286,149,2262
2003,23,PHI,Philadelphia 76Ers,Eric Snow,29.0,82,82.0,3108,361,799,0.45,7,32,0.22,354,767,0.46,0.46,325,379,0.86,71,230,301,544,133,11,194,235,1054
2003,23,PHI,Philadelphia 76Ers,Aaron McKie,30.0,80,40.0,2374,286,666,0.43,37,112,0.33,249,554,0.45,0.46,112,134,0.84,61,289,350,278,131,9,109,177,721
2003,23,PHI,Philadelphia 76Ers,Keith Van Horn,27.0,74,73.0,2337,459,952,0.48,65,176,0.37,394,776,0.51,0.52,193,240,0.8,159,365,524,93,63,30,150,251,1176
2003,23,PHI,Philadelphia 76Ers,Derrick Coleman,35.0,64,35.0,1742,223,498,0.45,22,67,0.33,201,431,0.47,0.47,134,171,0.78,151,299,450,87,53,69,96,171,602
2003,23,PHI,Philadelphia 76Ers,Greg Buckner,26.0,75,5.0,1514,185,398,0.46,15,55,0.27,170,343,0.5,0.48,65,81,0.8,72,144,216,96,72,16,62,203,450
2003,23,PHI,Philadelphia 76Ers,Kenny Thomas,25.0,46,28.0,1392,178,369,0.48,0,0,,178,369,0.48,0.48,114,152,0.75,140,252,392,73,46,22,76,120,470
2003,23,PHI,Philadelphia 76Ers,Brian Skinner,26.0,77,9.0,1381,182,331,0.55,0,0,,182,331,0.55,0.55,97,161,0.6,136,230,366,19,47,53,62,176,461
2003,23,PHI,Philadelphia 76Ers,Todd MacCulloch,27.0,42,35.0,812,123,238,0.52,0,0,,123,238,0.52,0.52,53,79,0.67,66,130,196,20,19,32,35,107,299
2003,23,PHI,Philadelphia 76Ers,John Salmons,23.0,64,1.0,504,48,116,0.41,10,31,0.32,38,85,0.45,0.46,26,35,0.74,16,43,59,47,17,6,29,53,132
2003,23,PHI,Philadelphia 76Ers,Tyrone Hill,34.0,24,18.0,496,44,109,0.4,0,0,,44,109,0.4,0.4,21,35,0.6,56,68,124,9,15,7,16,68,109
2003,23,PHI,Philadelphia 76Ers,Monty Williams,31.0,21,2.0,276,34,80,0.42,0,2,0.0,34,78,0.44,0.42,24,32,0.75,12,33,45,26,12,5,17,33,92
2003,23,PHI,Philadelphia 76Ers,Efthimi Rentzias,27.0,35,0.0,144,20,59,0.34,4,8,0.5,16,51,0.31,0.37,8,9,0.89,10,16,26,7,6,2,4,21,52
2003,23,PHI,Philadelphia 76Ers,Art Long,30.0,19,0.0,131,19,50,0.38,1,1,1.0,18,49,0.37,0.39,1,5,0.2,13,27,40,2,2,8,9,22,40
2003,23,PHI,Philadelphia 76Ers,Kenny Satterfield,21.0,17,0.0,82,4,18,0.22,0,0,,4,18,0.22,0.22,1,2,0.5,4,4,8,15,2,0,7,6,9
2003,23,PHI,Philadelphia 76Ers,Mark Bryant,37.0,11,0.0,77,5,17,0.29,0,0,,5,17,0.29,0.29,2,2,1.0,7,9,16,1,1,1,5,12,12
2003,23,PHI,Philadelphia 76Ers,Team Totals,,82,,19855,2975,6640,0.45,245,787,0.31,2730,5853,0.47,0.47,1746,2253,0.78,1042,2415,3457,1771,844,284,1212,1804,7941
