Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2008,24,PHO,Phoenix Suns,Steve Nash,33,81,2780,21.1,0.64,0.4,0.26,1.2,9.6,5.7,47.3,0.9,0.1,21.6,22.0,9.0,1.4,10.5,0.18,5.8,-1.8,3.9,4.2
2008,24,PHO,Phoenix Suns,Amar'e Stoudemire,25,79,2677,27.6,0.66,0.03,0.57,8.2,21.1,15.2,7.5,1.2,4.0,10.3,28.2,10.9,3.8,14.6,0.26,4.2,0.6,4.8,4.6
2008,24,PHO,Phoenix Suns,Raja Bell,31,75,2646,10.5,0.56,0.58,0.12,2.2,9.0,5.9,8.6,1.0,0.7,7.6,14.5,3.0,1.5,4.5,0.08,-0.3,-0.5,-0.8,0.8
2008,24,PHO,Phoenix Suns,Leandro Barbosa,25,82,2421,15.8,0.57,0.41,0.21,2.0,8.2,5.4,13.5,1.5,0.5,9.5,22.8,3.9,1.6,5.5,0.11,1.1,-0.9,0.2,1.4
2008,24,PHO,Phoenix Suns,Boris Diaw,25,82,2308,12.0,0.52,0.06,0.2,5.2,12.7,9.3,19.0,1.3,1.1,18.1,16.6,1.1,1.9,3.0,0.06,-1.0,0.2,-0.8,0.7
2008,24,PHO,Phoenix Suns,Grant Hill,35,70,2222,15.7,0.58,0.15,0.28,4.1,13.1,9.0,13.1,1.5,1.6,10.7,18.0,3.8,2.1,5.9,0.13,0.9,0.5,1.4,1.9
2008,24,PHO,Phoenix Suns,Shawn Marion,29,47,1713,20.0,0.59,0.29,0.19,6.2,23.1,15.3,8.4,2.8,2.7,7.3,17.6,3.5,3.0,6.5,0.18,2.5,2.1,4.5,2.8
2008,24,PHO,Phoenix Suns,Brian Skinner,31,66,844,11.4,0.48,0.02,0.32,9.2,21.7,15.9,2.4,1.2,6.0,14.7,14.0,-0.2,1.4,1.2,0.07,-4.1,1.1,-3.0,-0.2
2008,24,PHO,Phoenix Suns,Shaquille O'Neal,35,28,803,16.5,0.6,0.0,0.7,10.3,29.8,20.8,8.8,0.8,2.8,21.7,21.3,0.4,1.2,1.7,0.1,-1.0,0.4,-0.6,0.3
2008,24,PHO,Phoenix Suns,Gordan Giriček,30,22,442,12.3,0.58,0.31,0.11,2.5,9.9,6.5,11.7,0.9,0.3,12.1,19.2,0.5,0.2,0.7,0.08,-1.1,-1.3,-2.3,0.0
2008,24,PHO,Phoenix Suns,Marcus Banks,26,24,310,10.1,0.54,0.6,0.15,1.2,5.7,3.6,11.3,1.3,1.7,12.1,19.1,0.1,0.2,0.3,0.05,-2.0,-0.8,-2.8,-0.1
2008,24,PHO,Phoenix Suns,D.J. Strawberry,22,33,270,6.2,0.36,0.27,0.21,4.1,7.4,5.9,14.8,2.2,1.5,9.9,18.5,-0.4,0.2,-0.2,-0.03,-5.9,0.3,-5.6,-0.2
2008,24,PHO,Phoenix Suns,Sean Marks,32,19,130,16.1,0.57,0.09,0.44,8.5,21.7,15.6,4.5,1.1,5.0,13.5,20.4,0.1,0.2,0.3,0.12,-3.2,1.1,-2.1,0.0
2008,24,PHO,Phoenix Suns,Eric Piatkowski,37,16,113,8.3,0.56,0.79,0.12,1.1,10.2,6.0,11.8,0.0,0.6,14.7,16.1,0.1,0.0,0.1,0.04,-0.9,-1.6,-2.5,0.0
2008,24,PHO,Phoenix Suns,Linton Johnson,27,6,53,9.5,0.54,0.14,0.0,11.6,15.8,13.9,7.8,0.0,1.2,12.5,13.5,0.1,0.0,0.1,0.09,-2.7,-1.5,-4.2,0.0
2008,24,PHO,Phoenix Suns,Alando Tucker,23,6,48,11.8,0.45,0.18,0.27,10.2,8.7,9.4,0.0,0.0,1.4,0.0,23.0,0.0,0.0,0.0,0.04,-2.8,-4.5,-7.2,-0.1
