Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2008,10,GSW,Golden State Warriors,Baron Davis,28,82,3196,19.8,0.52,0.34,0.28,3.1,10.1,6.4,29.7,2.9,1.0,11.9,25.6,5.9,2.8,8.7,0.13,3.2,0.3,3.6,4.5
2008,10,GSW,Golden State Warriors,Monta Ellis,22,81,3071,19.0,0.58,0.04,0.34,4.5,9.8,7.0,15.8,2.0,0.6,10.9,21.7,7.1,1.8,9.0,0.14,1.8,-0.3,1.6,2.8
2008,10,GSW,Golden State Warriors,Stephen Jackson,29,73,2855,14.9,0.54,0.42,0.31,2.4,9.8,6.0,15.2,1.6,0.7,12.6,23.1,3.2,1.4,4.6,0.08,1.1,-1.2,-0.2,1.3
2008,10,GSW,Golden State Warriors,Al Harrington,27,81,2190,15.6,0.55,0.44,0.21,5.0,16.9,10.7,8.9,1.6,0.5,8.2,21.1,3.7,1.7,5.4,0.12,1.0,-0.8,0.2,1.2
2008,10,GSW,Golden State Warriors,Andris Biedriss,21,76,2078,19.2,0.64,0.0,0.34,12.7,26.2,19.1,5.2,1.3,3.3,12.0,14.4,5.4,2.6,8.0,0.18,1.1,0.1,1.1,1.6
2008,10,GSW,Golden State Warriors,Kelenna Azubuike,24,81,1732,13.5,0.53,0.33,0.24,6.4,14.0,10.0,6.1,1.3,1.4,8.2,17.2,2.3,1.1,3.4,0.09,0.0,-0.9,-0.8,0.5
2008,10,GSW,Golden State Warriors,Matt Barnes,27,73,1414,12.9,0.51,0.41,0.18,6.8,18.1,12.3,13.5,1.6,1.9,15.1,16.7,1.0,1.3,2.3,0.08,-0.5,0.3,-0.2,0.6
2008,10,GSW,Golden State Warriors,Mickael Pietrus,25,66,1316,12.7,0.55,0.47,0.25,5.2,14.8,9.8,5.1,2.4,2.4,10.0,15.3,1.4,1.4,2.8,0.1,-1.1,0.9,-0.2,0.6
2008,10,GSW,Golden State Warriors,Austin Croshere,32,44,457,13.2,0.57,0.44,0.23,7.4,17.3,12.2,9.0,0.9,1.0,12.7,16.0,0.8,0.3,1.1,0.11,-0.2,-0.8,-1.1,0.1
2008,10,GSW,Golden State Warriors,Brandan Wright,20,38,376,17.2,0.58,0.0,0.36,10.4,18.1,14.1,3.4,0.8,4.3,9.1,16.0,0.8,0.3,1.1,0.14,0.2,-0.6,-0.4,0.2
2008,10,GSW,Golden State Warriors,C.J. Watson,23,32,368,11.0,0.52,0.26,0.29,3.6,5.8,4.7,12.8,2.0,0.0,13.7,15.1,0.3,0.1,0.4,0.06,-2.0,-0.9,-2.8,-0.1
2008,10,GSW,Golden State Warriors,Marco Belinelli,21,33,241,8.2,0.49,0.44,0.1,1.3,5.1,3.1,8.8,1.0,0.0,11.0,19.1,0.0,0.0,0.0,-0.0,-2.2,-2.4,-4.6,-0.2
2008,10,GSW,Golden State Warriors,Didier Ilunga-Mbenga,27,16,130,6.7,0.4,0.0,0.09,10.3,15.4,12.8,3.9,1.1,5.6,14.3,9.0,0.0,0.1,0.1,0.05,-6.2,1.1,-5.1,-0.1
2008,10,GSW,Golden State Warriors,Chris Webber,34,9,126,10.7,0.48,0.0,0.39,1.6,26.5,13.6,19.3,1.5,3.5,23.3,15.8,-0.1,0.2,0.1,0.02,-3.6,2.5,-1.1,0.0
2008,10,GSW,Golden State Warriors,Patrick O'Bryant,21,24,99,14.0,0.56,0.0,0.17,10.4,21.4,15.7,5.8,2.0,6.6,18.3,16.3,0.1,0.2,0.2,0.1,-5.3,1.4,-3.9,0.0
2008,10,GSW,Golden State Warriors,Troy Hudson,31,9,93,5.2,0.42,0.39,0.19,0.0,8.4,4.0,12.7,1.6,0.0,17.2,18.4,-0.2,0.0,-0.1,-0.06,-4.6,-1.7,-6.3,-0.1
2008,10,GSW,Golden State Warriors,Kosta Perovic,22,7,38,10.3,0.4,0.0,0.6,16.2,20.5,18.3,3.4,0.0,3.8,7.3,15.1,0.0,0.0,0.0,0.06,-3.1,-2.8,-5.9,0.0
2008,10,GSW,Golden State Warriors,Stephane Lasme,25,1,0,,,,,,,,,,,,,0.0,0.0,0.0,,-3.5,-3.1,-6.6,0.0
