Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,20,3228,NYK,New York Knicks,Mike Woodson,"March 24, 1958",22.0,NBA,SG,2.0,,4.0,0.5,1.5,0.33,0.0,0.0,,0.5,1.5,0.33,0.33,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0
1984,26,3228,KCK,Kansas City Kings,Mike Woodson,"March 24, 1958",25.0,NBA,SG,3.0,,29.0,6.0,14.7,0.41,0.0,0.3,0.0,6.0,14.3,0.42,0.41,4.3,5.0,0.87,1.3,1.3,2.7,3.0,0.7,0.0,1.0,3.7,16.3
1986,26,3228,SAC,Sacramento Kings,Mike Woodson,"March 24, 1958",27.0,NBA,SG,3.0,3.0,36.7,7.3,16.3,0.45,0.0,0.7,0.0,7.3,15.7,0.47,0.45,4.0,4.0,1.0,2.3,1.3,3.7,1.7,1.3,0.7,3.7,4.3,18.7
1989,11,3228,HOU,Houston Rockets,Mike Woodson,"March 24, 1958",30.0,NBA,SG,4.0,4.0,34.3,4.3,12.3,0.35,0.8,2.3,0.33,3.5,10.0,0.35,0.38,2.5,3.0,0.83,1.0,1.3,2.3,4.5,1.0,0.5,2.3,1.8,11.8
1990,11,3228,HOU,Houston Rockets,Mike Woodson,"March 24, 1958",31.0,NBA,SG,1.0,0.0,6.0,1.0,3.0,0.33,0.0,1.0,0.0,1.0,2.0,0.5,0.33,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
