SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,21,SEA,Gary Payton,27,81,81,3162,7.0,14.5,0.48,1.1,3.4,0.33,5.9,11.1,0.53,2.6,3.5,0.75,1.2,2.7,3.9,6.9,2.6,0.2,3.0,2.5,17.8
1996,21,SEA,Hersey Hawkins,29,82,82,2823,5.6,11.9,0.47,1.9,4.8,0.38,3.8,7.1,0.53,3.2,3.6,0.87,1.1,2.7,3.8,2.8,1.9,0.2,2.1,2.2,16.3
1996,21,SEA,Shawn Kemp,26,79,76,2631,7.2,12.8,0.56,0.1,0.2,0.42,7.1,12.7,0.56,6.7,9.1,0.74,3.8,8.6,12.4,2.4,1.3,1.7,4.3,4.1,21.2
1996,21,SEA,Detlef Schrempf,33,63,60,2200,5.9,12.1,0.49,1.2,2.9,0.41,4.7,9.2,0.51,4.7,6.1,0.78,1.2,4.2,5.4,4.5,0.9,0.1,2.4,2.9,17.7
1996,21,SEA,Sam Perkins,34,82,20,2169,5.4,13.2,0.41,2.1,6.0,0.36,3.3,7.2,0.45,3.2,4.0,0.79,1.7,4.4,6.1,2.0,1.4,0.8,1.4,2.9,16.1
1996,21,SEA,Vincent Askew,29,69,2,1725,4.5,9.1,0.49,0.6,1.8,0.34,3.9,7.3,0.53,2.6,3.4,0.76,1.4,3.2,4.5,3.4,1.0,0.3,2.0,3.7,12.1
1996,21,SEA,Ervin Johnson,28,81,60,1519,4.3,8.3,0.51,0.0,0.1,0.33,4.2,8.3,0.51,2.0,3.0,0.67,3.1,7.2,10.3,1.1,0.9,3.1,2.3,5.8,10.6
1996,21,SEA,Nate McMillan,31,55,14,1261,2.9,6.8,0.42,1.3,3.5,0.38,1.5,3.3,0.46,0.8,1.2,0.71,1.2,4.8,6.0,5.6,2.7,0.5,2.1,4.1,7.9
1996,21,SEA,Frank Brickowski,36,63,8,986,4.5,9.2,0.49,1.2,2.9,0.4,3.3,6.3,0.53,2.2,3.1,0.71,0.9,4.6,5.5,2.1,0.9,0.3,2.8,6.8,12.4
1996,21,SEA,David Wingate,32,60,3,695,4.6,11.0,0.42,0.8,1.8,0.44,3.8,9.2,0.41,1.7,2.1,0.78,0.9,2.0,2.9,3.0,1.0,0.2,2.2,3.4,11.6
1996,21,SEA,Eric Snow,22,43,1,389,3.9,9.3,0.42,0.2,0.9,0.2,3.7,8.3,0.44,2.7,4.5,0.59,0.8,3.1,4.0,6.8,2.6,0.0,3.5,4.9,10.6
1996,21,SEA,Steve Scheffler,28,35,2,181,4.8,9.0,0.53,0.2,1.0,0.2,4.6,8.0,0.57,1.8,3.8,0.47,3.0,3.6,6.6,0.4,1.2,0.4,1.6,5.0,11.5
1996,21,SEA,Sherell Ford,23,28,1,139,7.8,20.7,0.38,1.0,6.5,0.16,6.7,14.2,0.47,6.7,8.8,0.76,3.1,3.1,6.2,1.3,2.1,0.3,1.6,7.0,23.3
