Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993,31,616,TOT,Total After Trade,23.0,NBA,PF,12.0,0.0,104.0,4.5,11.1,0.41,0.0,0.0,,4.5,11.1,0.41,2.4,3.1,0.78,1.4,5.2,6.6,1.0,1.7,1.7,2.1,5.9,11.4
1993,5,616,CHI,Charlotte Bobcats,23.0,NBA,PF,5.0,0.0,34.0,4.2,9.5,0.44,0.0,0.0,,4.2,9.5,0.44,3.2,4.2,0.75,2.1,0.0,2.1,1.1,2.1,1.1,3.2,9.5,11.6
1993,10,616,GSW,Golden State Warriors,23.0,NBA,PF,7.0,0.0,70.0,4.6,11.8,0.39,0.0,0.0,,4.6,11.8,0.39,2.1,2.6,0.8,1.0,7.7,8.7,1.0,1.5,2.1,1.5,4.1,11.3
1994,31,616,TOT,Total After Trade,24.0,NBA,PF,52.0,1.0,345.0,7.0,15.4,0.45,0.2,0.3,0.67,6.8,15.1,0.45,3.3,4.9,0.68,2.9,2.9,5.8,1.6,1.0,1.3,2.2,4.6,17.5
1994,24,616,PHO,Phoenix Suns,24.0,NBA,PF,33.0,1.0,168.0,8.6,16.7,0.51,0.0,0.0,,8.6,16.7,0.51,4.9,6.9,0.72,3.0,2.8,5.8,1.9,0.6,1.3,2.1,4.9,22.1
1994,17,616,MIL,Milwaukee Bucks,24.0,NBA,PF,19.0,0.0,177.0,5.5,14.2,0.39,0.4,0.6,0.67,5.1,13.6,0.37,1.8,3.1,0.6,2.8,3.1,5.9,1.2,1.4,1.2,2.2,4.3,13.2
1996,6,616,CLE,Cleveland Cavaliers,26.0,NBA,PF,23.0,0.0,200.0,2.7,6.3,0.43,0.0,0.0,,2.7,6.3,0.43,1.4,3.2,0.44,4.3,4.5,8.8,1.6,0.9,1.1,3.1,6.3,6.8
1997,31,616,TOT,Total After Trade,27.0,NBA,PF,9.0,0.0,100.0,4.0,10.8,0.37,0.0,0.0,,4.0,10.8,0.37,1.1,1.8,0.6,3.2,2.5,5.8,0.0,0.0,0.0,1.1,5.0,9.0
1997,23,616,PHI,Philadelphia 76Ers,27.0,NBA,PF,4.0,0.0,52.0,4.2,9.7,0.43,0.0,0.0,,4.2,9.7,0.43,0.0,0.0,,3.5,2.8,6.2,0.0,0.0,0.0,0.7,5.5,8.3
1997,27,616,SAS,San Antonio Spurs,27.0,NBA,PF,5.0,0.0,48.0,3.7,12.0,0.31,0.0,0.0,,3.7,12.0,0.31,2.3,3.7,0.6,3.0,2.3,5.2,0.0,0.0,0.0,1.5,4.5,9.7
