Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2018,23,971,PHI,Philadelphia 76Ers,19.0,NBA,SG,14.0,0.0,253.0,45.0,111.0,0.4,0.0,1.0,0.0,45.0,110.0,0.41,0.4,10.0,21.0,0.48,11.0,32.0,43.0,53.0,12.0,4.0,17.0,22.0,100.0,,1.0
2019,23,971,PHI,Philadelphia 76Ers,20.0,NBA,SG,19.0,15.0,427.0,65.0,155.0,0.42,4.0,14.0,0.29,61.0,141.0,0.43,0.43,21.0,37.0,0.57,26.0,44.0,70.0,59.0,17.0,5.0,25.0,52.0,155.0,,0.0
2020,22,971,ORL,Orlando Magic,21.0,NBA,PG,72.0,60.0,1996.0,359.0,772.0,0.46,36.0,135.0,0.27,323.0,637.0,0.51,0.49,116.0,159.0,0.73,41.0,197.0,238.0,369.0,90.0,11.0,147.0,142.0,870.0,,1.0
2021,22,971,ORL,Orlando Magic,22.0,NBA,PG,8.0,8.0,215.0,41.0,104.0,0.39,4.0,16.0,0.25,37.0,88.0,0.42,0.41,17.0,19.0,0.9,5.0,20.0,25.0,43.0,8.0,2.0,18.0,18.0,103.0,,0.0
