Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,16,1434,MIA,Miami Heat,Tim James,1976-12-26,23.0,NBA,SF,4.0,0.0,23.0,5.0,14.0,0.36,0.0,0.0,,5.0,14.0,0.36,0.36,1.0,3.0,0.33,3.0,1.0,4.0,2.0,0.0,3.0,2.0,1.0,11.0
2001,4,1434,CHO,Charlotte Hornets,Tim James,1976-12-26,24.0,NBA,SF,30.0,0.0,197.0,16.0,52.0,0.31,1.0,3.0,0.33,15.0,49.0,0.31,0.32,12.0,14.0,0.86,15.0,20.0,35.0,8.0,2.0,5.0,8.0,27.0,45.0
2002,23,1434,PHI,Philadelphia 76Ers,Tim James,1976-12-26,25.0,NBA,SF,9.0,0.0,41.0,5.0,13.0,0.38,0.0,0.0,,5.0,13.0,0.38,0.38,2.0,6.0,0.33,5.0,2.0,7.0,1.0,0.0,1.0,3.0,5.0,12.0
