Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2018,21.0,PHI,NBA,PG,10,10,369,61,125,0.488,0,1,0.0,61,124,0.492,0.488,41,58,0.707,16,78,94,77,17,8,44,34,163,,1
2019,22.0,PHI,NBA,PG,12,12,421,72,116,0.621,0,0,,72,116,0.621,0.621,23,40,0.575,24,61,85,72,15,12,32,45,167,,1
