Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1980,31,863,TOT,Total After Trade,Alex English,"January 5, 1954",26.0,NBA,SF,78.0,,2401.0,553.0,1113.0,0.5,2.0,6.0,0.33,551.0,1107.0,0.5,0.5,210.0,266.0,0.79,269.0,336.0,605.0,224.0,73.0,62.0,214.0,206.0,1318.0,0.0
1980,12,863,IND,Indiana Pacers,Alex English,"January 5, 1954",26.0,NBA,SF,54.0,,1526.0,346.0,686.0,0.5,0.0,3.0,0.0,346.0,683.0,0.51,0.5,114.0,140.0,0.81,167.0,213.0,380.0,142.0,45.0,33.0,124.0,128.0,806.0,0.0
1980,8,863,DEN,Denver Nuggets,Alex English,"January 5, 1954",26.0,NBA,SF,24.0,,875.0,207.0,427.0,0.48,2.0,3.0,0.67,205.0,424.0,0.48,0.49,96.0,126.0,0.76,102.0,123.0,225.0,82.0,28.0,29.0,90.0,78.0,512.0,0.0
1981,8,863,DEN,Denver Nuggets,Alex English,"January 5, 1954",27.0,NBA,SF,81.0,,3093.0,768.0,1555.0,0.49,3.0,5.0,0.6,765.0,1550.0,0.49,0.5,390.0,459.0,0.85,273.0,373.0,646.0,290.0,106.0,100.0,241.0,255.0,1929.0,0.0
1982,8,863,DEN,Denver Nuggets,Alex English,"January 5, 1954",28.0,NBA,SF,82.0,82.0,3015.0,855.0,1553.0,0.55,0.0,8.0,0.0,855.0,1545.0,0.55,0.55,372.0,443.0,0.84,210.0,348.0,558.0,433.0,87.0,120.0,261.0,261.0,2082.0,3.0
1983,8,863,DEN,Denver Nuggets,Alex English,"January 5, 1954",29.0,NBA,SF,82.0,82.0,2988.0,959.0,1857.0,0.52,2.0,12.0,0.17,957.0,1845.0,0.52,0.52,406.0,490.0,0.83,263.0,338.0,601.0,397.0,116.0,126.0,263.0,235.0,2326.0,1.0
1984,8,863,DEN,Denver Nuggets,Alex English,"January 5, 1954",30.0,NBA,SF,82.0,77.0,2870.0,907.0,1714.0,0.53,1.0,7.0,0.14,906.0,1707.0,0.53,0.53,352.0,427.0,0.82,216.0,248.0,464.0,406.0,83.0,95.0,222.0,252.0,2167.0,1.0
1985,8,863,DEN,Denver Nuggets,Alex English,"January 5, 1954",31.0,NBA,SF,81.0,81.0,2924.0,939.0,1812.0,0.52,1.0,5.0,0.2,938.0,1807.0,0.52,0.52,383.0,462.0,0.83,203.0,255.0,458.0,344.0,101.0,46.0,251.0,259.0,2262.0,0.0
1986,8,863,DEN,Denver Nuggets,Alex English,"January 5, 1954",32.0,NBA,SF,81.0,81.0,3024.0,951.0,1888.0,0.5,1.0,5.0,0.2,950.0,1883.0,0.5,0.5,511.0,593.0,0.86,192.0,213.0,405.0,320.0,73.0,29.0,249.0,235.0,2414.0,0.0
1987,8,863,DEN,Denver Nuggets,Alex English,"January 5, 1954",33.0,NBA,SF,82.0,82.0,3085.0,965.0,1920.0,0.5,4.0,15.0,0.27,961.0,1905.0,0.5,0.5,411.0,487.0,0.84,146.0,198.0,344.0,422.0,73.0,21.0,214.0,216.0,2345.0,0.0
1988,8,863,DEN,Denver Nuggets,Alex English,"January 5, 1954",34.0,NBA,SF,80.0,80.0,2818.0,843.0,1704.0,0.5,0.0,6.0,0.0,843.0,1698.0,0.5,0.5,314.0,379.0,0.83,166.0,207.0,373.0,377.0,70.0,23.0,181.0,193.0,2000.0,0.0
1989,8,863,DEN,Denver Nuggets,Alex English,"January 5, 1954",35.0,NBA,SF,82.0,82.0,2990.0,924.0,1881.0,0.49,2.0,8.0,0.25,922.0,1873.0,0.49,0.49,325.0,379.0,0.86,148.0,178.0,326.0,383.0,66.0,12.0,198.0,174.0,2175.0,0.0
1990,8,863,DEN,Denver Nuggets,Alex English,"January 5, 1954",36.0,NBA,SF,80.0,80.0,2211.0,635.0,1293.0,0.49,2.0,5.0,0.4,633.0,1288.0,0.49,0.49,161.0,183.0,0.88,119.0,167.0,286.0,225.0,51.0,23.0,93.0,130.0,1433.0,0.0
1991,7,863,DAL,Dallas Mavericks,Alex English,"January 5, 1954",37.0,NBA,SF,79.0,26.0,1748.0,322.0,734.0,0.44,0.0,1.0,0.0,322.0,733.0,0.44,0.44,119.0,140.0,0.85,108.0,146.0,254.0,105.0,40.0,25.0,101.0,141.0,763.0,0.0
