Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2003,24,2770,PHO,Phoenix Suns,20.0,NBA,PF,6.0,203.0,15.9,0.55,0.02,0.43,8.0,16.9,12.3,7.0,2.6,3.7,19.7,21.1,,0.0,0.5,0.5,0.11,,-0.1,2.4,2.3,0.2
2005,24,2770,PHO,Phoenix Suns,22.0,NBA,C,15.0,601.0,27.6,0.62,0.01,0.64,11.7,17.7,14.8,4.9,0.8,3.4,11.4,30.4,,2.4,0.3,2.7,0.22,,5.0,-0.6,4.4,1.0
2007,24,2770,PHO,Phoenix Suns,24.0,NBA,C,10.0,343.0,29.6,0.59,0.02,0.52,10.7,29.2,20.4,3.2,1.9,4.2,8.2,30.7,,1.3,0.7,1.9,0.27,,4.3,1.4,5.7,0.7
2008,24,2770,PHO,Phoenix Suns,25.0,NBA,C,5.0,204.0,18.9,0.52,0.04,0.3,8.5,17.4,12.9,1.9,1.8,4.0,11.1,28.6,,0.0,0.3,0.3,0.08,,1.4,-0.7,0.8,0.1
2010,24,2770,PHO,Phoenix Suns,27.0,NBA,PF,16.0,584.0,21.2,0.59,0.02,0.59,9.7,12.2,10.9,5.3,1.0,3.2,11.7,26.8,,1.5,0.3,1.8,0.14,,2.1,-1.0,1.2,0.5
2011,20,2770,NYK,New York Knicks,28.0,NBA,C,4.0,134.0,10.7,0.44,0.0,0.44,8.3,19.1,13.1,10.2,0.4,1.6,15.5,25.5,,-0.2,0.1,-0.1,-0.03,,-1.5,-2.5,-4.1,-0.1
2012,20,2770,NYK,New York Knicks,29.0,NBA,PF,4.0,139.0,16.9,0.63,0.0,0.78,6.7,16.4,11.4,4.4,2.0,0.7,19.9,20.5,,0.3,0.0,0.3,0.1,,0.8,1.0,1.8,0.1
2013,20,2770,NYK,New York Knicks,30.0,NBA,PF,4.0,33.0,9.8,0.51,0.08,0.31,13.3,19.5,16.2,0.0,0.0,0.0,16.9,25.9,,0.0,0.0,0.0,0.07,,-3.1,-3.7,-6.9,0.0
2015,7,2770,DAL,Dallas Mavericks,32.0,NBA,PF,5.0,75.0,11.3,0.48,0.0,0.37,9.3,12.8,11.0,6.0,0.6,3.2,14.7,26.0,,0.0,0.0,0.0,-0.01,,-3.5,-2.1,-5.5,-0.1
2016,16,2770,MIA,Miami Heat,33.0,NBA,C,9.0,82.0,12.4,0.67,0.0,0.42,4.6,13.7,9.4,0.0,3.2,2.8,28.6,18.3,,0.0,0.2,0.2,0.1,,-5.6,1.9,-3.7,0.0
