Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2,787,15,0,132,13,43,0.3,0,9,0,13,34,0.38,0.3,10,14,0.71,12,10,22,6,3,2,6,10,36,0
