Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,24.0,SAS,NBA,PG,5.0,0.0,22.8,4.2,8.4,0.5,0.4,1.8,0.222,3.8,6.6,0.576,0.524,1.4,1.8,0.778,0.0,1.0,1.0,4.2,1.0,0.0,1.0,1.8,10.2
1986,25.0,CHI,NBA,PG,3.0,0.0,26.7,2.3,5.0,0.467,0.0,0.0,,2.3,5.0,0.467,0.467,4.3,5.7,0.765,0.0,0.0,0.0,1.7,1.0,0.0,1.0,3.0,9.0
1987,26.0,CHI,NBA,PG,3.0,3.0,29.0,3.7,7.3,0.5,1.0,2.3,0.429,2.7,5.0,0.533,0.568,0.3,0.3,1.0,0.0,1.0,1.0,3.7,0.7,0.0,1.7,3.0,8.7
1988,27.0,CHI,NBA,PG,10.0,0.0,16.5,2.0,5.3,0.377,0.2,1.2,0.167,1.8,4.1,0.439,0.396,0.4,0.4,1.0,0.0,0.4,0.4,3.0,0.1,0.1,0.5,2.4,4.6
1989,28.0,CHI,NBA,PG,16.0,0.0,18.9,2.3,4.9,0.474,0.3,1.2,0.263,2.0,3.7,0.542,0.506,0.9,1.0,0.875,0.1,0.5,0.6,2.1,0.8,0.0,0.9,2.2,5.8
1990,29.0,CHI,NBA,PG,15.0,15.0,26.3,2.5,5.8,0.425,0.3,0.6,0.444,2.2,5.2,0.423,0.448,0.9,0.9,1.0,0.1,1.3,1.5,3.6,0.6,0.0,1.0,2.8,6.1
1991,30.0,CHI,NBA,PG,17.0,17.0,28.6,3.6,6.9,0.53,0.1,0.8,0.143,3.5,6.1,0.583,0.538,0.8,0.8,1.0,0.1,1.2,1.4,3.1,0.6,0.0,0.4,1.9,8.2
1992,31.0,CHI,NBA,PG,22.0,22.0,27.2,3.3,6.3,0.525,0.5,1.2,0.444,2.8,5.1,0.545,0.568,0.7,0.9,0.842,0.0,1.0,1.0,2.8,0.6,0.0,0.6,2.4,7.9
1993,32.0,CHI,NBA,PG,19.0,0.0,17.4,1.8,3.2,0.583,0.8,1.3,0.625,1.1,1.9,0.556,0.708,0.4,0.6,0.727,0.3,0.7,1.0,1.7,0.3,0.1,0.2,1.6,4.9
1994,33.0,CHI,NBA,PG,9.0,0.0,6.4,0.3,0.8,0.429,0.0,0.1,0.0,0.3,0.7,0.5,0.429,0.0,0.0,,0.0,0.1,0.1,0.6,0.2,0.0,0.0,0.7,0.7
