Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,30,3262,WAS,Washington Wizards,Nick Young,"June 1, 1985",22.0,NBA,SG,75.0,2.0,15.4,2.8,6.4,0.44,0.5,1.3,0.4,2.3,5.0,0.45,0.48,1.3,1.7,0.82,0.3,1.2,1.5,0.8,0.5,0.1,1.3,1.7,7.5
2009,30,3262,WAS,Washington Wizards,Nick Young,"June 1, 1985",23.0,NBA,SG,82.0,5.0,22.4,4.1,9.2,0.44,0.7,2.0,0.34,3.4,7.2,0.47,0.48,2.0,2.4,0.85,0.4,1.5,1.8,1.2,0.5,0.2,1.1,1.7,10.9
2010,30,3262,WAS,Washington Wizards,Nick Young,"June 1, 1985",24.0,NBA,SG,74.0,23.0,19.2,3.1,7.5,0.42,0.9,2.3,0.41,2.2,5.2,0.42,0.48,1.4,1.8,0.8,0.3,1.1,1.4,0.6,0.4,0.1,0.8,2.0,8.6
2011,30,3262,WAS,Washington Wizards,Nick Young,"June 1, 1985",25.0,NBA,SG,64.0,40.0,31.8,6.4,14.6,0.44,1.6,4.2,0.39,4.8,10.4,0.46,0.5,2.9,3.6,0.82,0.4,2.3,2.7,1.2,0.7,0.3,1.4,2.3,17.4
2012,31,3262,TOT,Total After Trade,Nick Young,"June 1, 1985",26.0,NBA,SG,62.0,35.0,27.9,5.1,12.6,0.4,1.7,4.5,0.36,3.4,8.1,0.42,0.47,2.3,2.7,0.85,0.5,1.6,2.1,0.9,0.7,0.3,1.3,2.3,14.2
2012,30,3262,WAS,Washington Wizards,Nick Young,"June 1, 1985",26.0,NBA,SG,40.0,32.0,30.3,6.0,14.8,0.41,1.8,4.9,0.37,4.2,9.9,0.42,0.47,2.8,3.3,0.86,0.5,1.9,2.4,1.2,0.8,0.3,1.5,2.3,16.6
2012,13,3262,LAC,Los Angeles Clippers,Nick Young,"June 1, 1985",26.0,NBA,SG,22.0,3.0,23.5,3.5,8.8,0.39,1.4,3.9,0.35,2.1,4.9,0.43,0.47,1.5,1.8,0.82,0.5,1.1,1.6,0.5,0.6,0.3,1.1,2.3,9.7
2013,23,3262,PHI,Philadelphia 76Ers,Nick Young,"June 1, 1985",27.0,NBA,SG,59.0,17.0,23.9,3.8,9.2,0.41,1.3,3.6,0.36,2.5,5.6,0.45,0.48,1.8,2.2,0.82,0.4,1.8,2.2,1.4,0.6,0.2,0.8,1.4,10.6
2014,14,3262,LAL,Los Angeles Lakers,Nick Young,"June 1, 1985",28.0,NBA,SG,64.0,9.0,28.3,6.0,13.9,0.44,2.1,5.5,0.39,3.9,8.4,0.47,0.51,3.7,4.5,0.82,0.5,2.1,2.6,1.5,0.7,0.2,1.5,2.4,17.9
2015,14,3262,LAL,Los Angeles Lakers,Nick Young,"June 1, 1985",29.0,NBA,SG,42.0,0.0,23.8,4.1,11.3,0.37,2.0,5.4,0.37,2.2,6.0,0.36,0.45,3.1,3.5,0.89,0.4,1.9,2.3,1.0,0.5,0.3,1.0,2.0,13.4
2016,14,3262,LAL,Los Angeles Lakers,Nick Young,"June 1, 1985",30.0,NBA,SG,54.0,2.0,19.1,2.3,6.9,0.34,1.4,4.4,0.32,0.9,2.5,0.36,0.44,1.2,1.4,0.83,0.3,1.5,1.8,0.6,0.4,0.1,0.6,0.9,7.3
2017,14,3262,LAL,Los Angeles Lakers,Nick Young,"June 1, 1985",31.0,NBA,SG,60.0,60.0,25.9,4.5,10.6,0.43,2.8,7.0,0.4,1.7,3.5,0.48,0.56,1.3,1.5,0.86,0.4,1.9,2.3,1.0,0.6,0.2,0.6,2.3,13.2
2018,10,3262,GSW,Golden State Warriors,Nick Young,"June 1, 1985",32.0,NBA,SG,80.0,8.0,17.4,2.5,6.1,0.41,1.5,4.1,0.38,1.0,2.0,0.48,0.54,0.7,0.8,0.86,0.3,1.3,1.6,0.5,0.5,0.1,0.5,1.3,7.3
2019,8,3262,DEN,Denver Nuggets,Nick Young,"June 1, 1985",33.0,NBA,SG,4.0,0.0,9.3,0.8,2.3,0.33,0.8,2.0,0.38,0.0,0.3,0.0,0.5,0.0,0.0,,0.0,0.3,0.3,0.5,0.0,0.3,0.5,1.0,2.3
