Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1981,8,2954,DEN,Denver Nuggets,22.0,NBA,SF,51.0,1376.0,11.9,0.48,0.01,0.3,6.2,14.0,10.0,8.7,0.9,0.9,12.4,18.7,0.7,0.5,1.2,0.04,-1.0,-1.7,-2.7,-0.3
1982,8,2954,DEN,Denver Nuggets,23.0,NBA,PF,82.0,2775.0,18.9,0.61,0.01,0.32,5.9,11.7,8.9,11.9,0.8,0.5,11.6,22.3,7.8,-0.1,7.7,0.13,3.1,-2.5,0.6,1.8
1983,8,2954,DEN,Denver Nuggets,24.0,NBA,PF,82.0,2909.0,21.8,0.61,0.03,0.36,4.3,10.9,7.6,9.8,1.0,0.7,9.0,24.9,10.5,0.6,11.0,0.18,4.4,-2.1,2.4,3.2
1984,8,2954,DEN,Denver Nuggets,25.0,NBA,PF,78.0,2734.0,23.6,0.62,0.02,0.36,3.1,11.4,7.2,13.1,0.8,1.0,7.7,27.8,9.7,0.6,10.3,0.18,5.4,-1.8,3.6,3.9
1985,25,2954,POR,Portland Trail Blazers,26.0,NBA,SF,72.0,2502.0,18.0,0.6,0.03,0.36,3.3,6.9,5.1,6.2,0.7,0.5,8.0,23.1,7.2,1.2,8.4,0.16,2.5,-2.1,0.4,1.5
1986,25,2954,POR,Portland Trail Blazers,27.0,NBA,SF,79.0,2791.0,19.7,0.61,0.01,0.45,3.7,5.0,4.4,10.3,0.9,0.3,10.0,25.1,9.0,0.9,9.9,0.17,3.5,-2.1,1.4,2.4
1987,25,2954,POR,Portland Trail Blazers,28.0,NBA,SF,79.0,3029.0,19.2,0.6,0.05,0.34,3.3,6.0,4.6,11.1,0.8,0.3,7.3,24.8,9.6,1.3,10.8,0.17,3.4,-1.9,1.5,2.7
1988,25,2954,POR,Portland Trail Blazers,29.0,NBA,SF,37.0,1038.0,19.8,0.59,0.1,0.32,3.7,7.6,5.7,10.4,0.9,0.4,7.0,26.0,3.1,0.7,3.8,0.18,3.4,-1.7,1.7,1.0
1989,31,2954,TOT,Total After Trade,30.0,NBA,PF,45.0,934.0,13.7,0.54,0.11,0.21,3.0,5.4,4.2,10.3,0.9,0.7,8.1,20.9,1.6,0.4,2.0,0.1,0.1,-1.8,-1.7,0.1
1989,25,2954,POR,Portland Trail Blazers,30.0,NBA,PF,18.0,432.0,14.6,0.54,0.18,0.15,2.7,6.2,4.4,11.4,0.7,0.5,7.2,22.3,0.8,0.2,1.0,0.11,0.7,-2.3,-1.6,0.1
1989,20,2954,NYK,New York Knicks,30.0,NBA,PF,27.0,502.0,13.0,0.53,0.05,0.27,3.2,4.8,4.0,9.4,1.1,0.8,9.0,19.8,0.8,0.2,1.0,0.1,-0.5,-1.4,-1.9,0.0
1990,20,2954,NYK,New York Knicks,31.0,NBA,SF,22.0,563.0,12.5,0.51,0.08,0.21,3.0,7.3,5.2,10.6,1.3,0.3,9.3,20.5,0.5,0.3,0.8,0.07,-0.8,-1.7,-2.5,-0.1
1991,20,2954,NYK,New York Knicks,32.0,NBA,SF,75.0,2420.0,14.4,0.58,0.15,0.31,3.8,4.7,4.3,7.1,0.9,0.2,9.3,20.9,4.5,1.1,5.7,0.11,0.9,-1.8,-0.8,0.7
1992,20,2954,NYK,New York Knicks,33.0,NBA,SF,67.0,956.0,14.2,0.56,0.17,0.21,3.8,6.8,5.3,9.4,0.8,0.5,6.1,20.4,1.9,0.9,2.9,0.14,0.8,-0.1,0.6,0.6
1993,13,2954,LAC,Los Angeles Clippers,34.0,NBA,SF,41.0,494.0,13.8,0.55,0.18,0.32,2.7,8.2,5.4,7.1,1.3,0.9,7.9,21.0,0.8,0.3,1.1,0.11,-0.1,-0.8,-0.9,0.1
