Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",20.0,NBA,PG,72,72,33.8,6.3,14.8,0.42,0.2,0.8,0.29,6.1,14.0,0.43,0.43,4.2,6.0,0.7,0.8,2.1,2.9,7.8,2.1,0.2,4.2,3.5,17.0
1983,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",21.0,NBA,PG,81,81,38.2,9.0,19.0,0.47,0.4,1.5,0.29,8.5,17.4,0.49,0.48,4.5,6.4,0.71,1.3,2.8,4.0,7.8,2.5,0.4,4.0,3.9,22.9
1984,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",22.0,NBA,PG,82,82,36.7,8.2,17.7,0.46,0.3,0.8,0.34,7.9,16.9,0.47,0.47,4.7,6.5,0.73,1.3,2.7,4.0,11.1,2.5,0.4,3.7,4.0,21.3
1985,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",23.0,NBA,PG,81,81,38.1,8.0,17.4,0.46,0.4,1.4,0.26,7.6,16.0,0.48,0.47,4.9,6.1,0.81,1.4,3.0,4.5,13.9,2.3,0.3,3.7,3.6,21.2
1986,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",24.0,NBA,PG,77,77,36.2,7.9,16.2,0.49,0.3,1.1,0.31,7.6,15.1,0.5,0.5,4.7,6.0,0.79,1.1,2.5,3.6,10.8,2.2,0.3,3.8,3.2,20.9
1987,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",25.0,NBA,PG,81,81,37.2,7.7,16.7,0.46,0.2,1.2,0.19,7.5,15.5,0.48,0.47,4.9,6.4,0.77,1.0,2.9,3.9,10.0,1.9,0.2,4.2,3.1,20.6
1988,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",26.0,NBA,PG,81,81,36.1,7.7,16.6,0.46,0.4,1.2,0.31,7.3,15.4,0.48,0.47,3.8,4.9,0.77,0.8,2.6,3.4,8.4,1.7,0.2,3.4,2.7,19.5
1989,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",27.0,NBA,PG,80,76,36.6,7.1,15.3,0.46,0.4,1.5,0.27,6.7,13.8,0.48,0.48,3.6,4.4,0.82,0.6,2.8,3.4,8.3,1.7,0.3,3.7,2.6,18.2
1990,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",28.0,NBA,PG,81,81,37.0,7.1,16.3,0.44,0.5,1.7,0.31,6.6,14.6,0.45,0.45,3.6,4.7,0.78,0.9,2.9,3.8,9.4,1.7,0.2,4.0,2.5,18.4
1991,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",29.0,NBA,PG,48,46,34.5,6.0,13.9,0.44,0.4,1.4,0.29,5.6,12.5,0.45,0.45,3.7,4.8,0.78,0.7,2.6,3.3,9.3,1.6,0.2,3.9,2.5,16.2
1992,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",30.0,NBA,PG,78,78,37.4,7.2,16.2,0.45,0.3,1.1,0.29,6.9,15.1,0.46,0.46,3.7,4.8,0.77,0.9,2.3,3.2,7.2,1.5,0.2,3.2,2.5,18.5
1993,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",31.0,NBA,PG,79,79,37.0,6.7,15.9,0.42,0.8,2.5,0.31,5.9,13.4,0.44,0.44,3.5,4.8,0.74,0.9,2.0,2.9,8.5,1.6,0.2,3.6,2.8,17.6
1994,9,2850,DET,Detroit Pistons,Isiah Thomas,"April 30, 1961",32.0,NBA,PG,58,56,30.2,5.5,13.2,0.42,0.7,2.2,0.31,4.8,11.0,0.44,0.44,3.1,4.4,0.7,0.8,1.9,2.7,6.9,1.2,0.1,3.5,2.2,14.8
