Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973,,1024,VIR,None,20.0,ABA,SG,30,,23.0,5.4,11.4,0.472,0.2,0.9,0.231,5.2,10.5,0.492,0.481,3.2,3.9,0.814,1.1,3.1,4.3,1.1,,,1.8,2.4,14.1
1974,31.0,1024,TOT,Total After Trade,21.0,ABA,"SF,SG",74,,33.9,9.1,19.3,0.471,0.1,0.8,0.143,9.0,18.5,0.485,0.474,5.1,6.3,0.815,2.3,6.1,8.4,1.9,1.4,1.6,3.4,3.6,23.4
1974,,1024,VIR,None,21.0,ABA,SG,49,,35.3,9.9,21.0,0.472,0.2,1.0,0.16,9.8,20.0,0.488,0.476,5.3,6.7,0.799,2.2,6.3,8.5,2.0,1.5,1.8,3.8,3.4,25.4
1974,,1024,SAA,None,21.0,ABA,SF,25,,31.3,7.4,15.8,0.468,0.0,0.2,0.0,7.4,15.6,0.476,0.468,4.6,5.4,0.853,2.5,5.8,8.2,1.8,1.0,1.4,2.6,3.9,19.4
1975,,1024,SAA,None,22.0,ABA,SF,84,,37.1,9.3,19.7,0.474,0.2,0.7,0.309,9.1,19.0,0.479,0.479,4.5,5.5,0.83,2.9,5.4,8.3,2.5,1.6,1.6,3.0,3.5,23.4
1976,,1024,SAA,None,23.0,ABA,SF,81,,33.9,8.7,17.5,0.499,0.2,0.7,0.255,8.5,16.8,0.509,0.504,4.2,4.9,0.857,2.2,4.5,6.7,2.5,1.4,1.5,2.7,3.6,21.8
1977,27.0,1024,SAS,San Antonio Spurs,24.0,NBA,SF,82,,33.0,8.9,16.3,0.544,,,,8.9,16.3,0.544,0.544,5.4,6.5,0.833,1.6,3.9,5.5,2.9,1.3,1.3,,3.5,23.1
1978,27.0,1024,SAS,San Antonio Spurs,25.0,NBA,SG,82,,34.8,10.5,19.6,0.536,,,,10.5,19.6,0.536,0.536,6.1,7.4,0.83,1.4,3.7,5.1,3.7,1.7,1.3,3.7,3.1,27.2
1979,27.0,1024,SAS,San Antonio Spurs,26.0,NBA,SF,80,,36.1,11.8,21.9,0.541,,,,11.8,21.9,0.541,0.541,5.9,7.1,0.826,1.8,3.2,5.0,2.7,1.7,1.1,3.6,3.4,29.6
1980,27.0,1024,SAS,San Antonio Spurs,27.0,NBA,SG,78,,37.6,13.1,24.9,0.528,0.4,1.3,0.314,12.7,23.6,0.54,0.536,6.5,7.6,0.852,2.0,3.2,5.2,2.6,1.4,1.0,3.3,2.7,33.1
1981,27.0,1024,SAS,San Antonio Spurs,28.0,NBA,SG,82,,33.7,10.4,21.1,0.492,0.1,0.4,0.257,10.3,20.7,0.496,0.494,6.2,7.6,0.826,1.5,3.6,5.1,3.2,1.1,0.7,3.1,2.6,27.1
1982,27.0,1024,SAS,San Antonio Spurs,29.0,NBA,SG,79,79.0,35.7,12.6,25.2,0.5,0.1,0.5,0.278,12.4,24.7,0.504,0.502,7.0,8.1,0.864,1.7,3.2,5.0,2.4,1.0,0.6,2.7,2.7,32.3
1983,27.0,1024,SAS,San Antonio Spurs,30.0,NBA,SG,78,78.0,36.3,9.7,19.9,0.487,0.2,0.4,0.364,9.6,19.5,0.49,0.491,6.6,7.8,0.853,1.4,3.2,4.6,3.4,1.1,0.9,3.2,3.1,26.2
1984,27.0,1024,SAS,San Antonio Spurs,31.0,NBA,SG,76,76.0,34.0,10.1,20.5,0.49,0.1,0.3,0.417,9.9,20.2,0.491,0.493,5.6,6.7,0.842,1.4,2.7,4.1,2.9,1.0,0.6,2.9,2.9,25.9
1985,27.0,1024,SAS,San Antonio Spurs,32.0,NBA,SG,72,69.0,29.0,8.3,16.4,0.508,0.0,0.1,0.0,8.3,16.3,0.512,0.508,4.5,5.3,0.844,1.1,2.2,3.3,2.5,0.9,0.7,2.8,2.9,21.2
1986,5.0,1024,CHI,Chicago Bulls,33.0,NBA,SG,82,75.0,25.2,6.3,13.4,0.472,0.0,0.2,0.211,6.3,13.2,0.476,0.474,3.5,3.9,0.879,1.0,1.7,2.6,1.8,0.6,0.3,2.0,2.6,16.2
