Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018,25,2793,POR,Portland Trail Blazers,Caleb Swanigan,"April 18, 1997",20.0,NBA,PF,1.0,0.0,8.0,0.0,9.0,0.0,0.0,4.5,0.0,0.0,4.5,0.0,13.5,18.0,0.75,0.0,9.0,9.0,4.5,0.0,0.0,4.5,4.5,13.5
