Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1992,6,CLE,Cleveland Cavaliers,10,John Battle,SG,6-2,175,1962-11-09,US,6,Rutgers University
1992,6,CLE,Cleveland Cavaliers,20,Winston Bennett,SF,6-7,210,1965-02-09,US,2,Kentucky
1992,6,CLE,Cleveland Cavaliers,11,Terrell Brandon,PG,5-11,180,1970-05-20,US,R,Oregon
1992,6,CLE,Cleveland Cavaliers,52,Chucky Brown,SF,6-7,214,1968-02-29,US,2,NC State
1992,6,CLE,Cleveland Cavaliers,43,Brad Daugherty,C,7-0,245,1965-10-19,US,5,UNC
1992,6,CLE,Cleveland Cavaliers,3,Craig Ehlo,SG,6-6,180,1961-08-11,US,8,Washington State
1992,6,CLE,Cleveland Cavaliers,35,Danny Ferry,PF,6-10,230,1966-10-17,US,1,Duke
1992,6,CLE,Cleveland Cavaliers,32,Henry James,SF,6-8,220,1965-07-29,US,1,"South Plains College, St. Mary's University"
1992,6,CLE,Cleveland Cavaliers,4,Steve Kerr,PG,6-3,175,1965-09-27,LB,3,Arizona
1992,6,CLE,Cleveland Cavaliers,23,John Morton,SG,6-3,180,1967-05-18,US,2,Seton Hall
1992,6,CLE,Cleveland Cavaliers,22,Larry Nance,PF,6-10,205,1959-02-12,US,10,Clemson
1992,6,CLE,Cleveland Cavaliers,24,Jimmy Oliver,SG,6-5,205,1969-07-12,US,R,Purdue
1992,6,CLE,Cleveland Cavaliers,14,Bobby Phills,SG,6-5,210,1969-12-20,US,R,Southern University and A&M College
1992,6,CLE,Cleveland Cavaliers,25,Mark Price,PG,6-0,170,1964-02-15,US,5,Georgia Tech
1992,6,CLE,Cleveland Cavaliers,33,Mike Sanders,SF,6-6,210,1960-05-07,US,9,UCLA
1992,6,CLE,Cleveland Cavaliers,18,Hot Rod Williams,C,6-11,215,1962-08-09,US,5,Tulane
