SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1994,11,HOU,Hakeem Olajuwon,31,23,989,27.7,0.57,0.01,0.31,6.8,21.2,14.5,20.4,2.2,6.5,12.4,31.4,2.3,2.0,4.3,0.21,4.2,4.3,8.5,2.6
1994,11,HOU,Vernon Maxwell,28,23,880,10.4,0.47,0.44,0.17,1.7,8.3,5.2,17.6,1.2,0.2,12.7,20.5,-0.2,0.5,0.3,0.02,-2.0,-1.2,-3.2,-0.3
1994,11,HOU,Otis Thorpe,31,23,854,14.4,0.58,0.01,0.34,9.7,19.7,15.1,10.1,0.8,0.8,14.2,14.2,1.4,1.0,2.4,0.13,-0.3,0.3,-0.1,0.4
1994,11,HOU,Robert Horry,23,23,778,16.7,0.54,0.39,0.23,6.4,13.5,10.2,16.7,2.4,1.8,9.8,16.5,1.5,1.0,2.5,0.15,2.4,2.7,5.0,1.4
1994,11,HOU,Kenny Smith,28,23,696,14.7,0.58,0.4,0.28,0.9,7.4,4.4,21.4,1.7,0.4,13.5,16.4,1.3,0.5,1.7,0.12,0.9,0.5,1.4,0.6
1994,11,HOU,Sam Cassell,24,22,478,16.3,0.54,0.28,0.46,4.8,8.8,7.0,31.2,2.3,0.7,19.6,23.3,0.6,0.5,1.1,0.11,0.4,1.3,1.7,0.4
1994,11,HOU,Mario Elie,30,23,382,11.9,0.53,0.3,0.44,2.9,8.5,5.9,15.4,1.1,0.5,14.2,18.0,0.4,0.2,0.6,0.08,-1.3,-0.5,-1.8,0.0
1994,11,HOU,Carl Herrera,27,16,248,10.8,0.58,0.0,0.28,6.9,13.2,10.2,1.9,1.1,0.8,9.7,13.5,0.3,0.2,0.5,0.11,-2.9,0.4,-2.5,0.0
1994,11,HOU,Earl Cureton,36,10,100,9.9,0.83,0.0,0.2,7.3,24.2,16.4,3.0,0.5,1.4,21.6,6.5,0.2,0.1,0.3,0.14,-3.8,2.3,-1.5,0.0
1994,11,HOU,Chris Jent,24,11,62,4.5,0.32,0.65,0.0,2.0,13.6,8.2,16.7,1.7,0.0,13.0,17.3,-0.1,0.1,-0.1,-0.06,-4.4,-0.3,-4.8,0.0
1994,11,HOU,Matt Bullard,26,10,55,6.7,0.36,0.53,0.42,4.4,15.3,10.3,0.0,1.0,2.5,0.0,19.1,-0.1,0.1,0.0,-0.0,-4.6,-0.9,-5.5,0.0
1994,11,HOU,Scott Brooks,28,5,23,22.8,0.85,0.17,0.17,5.3,4.6,4.9,24.2,0.0,0.0,0.0,13.0,0.1,0.0,0.1,0.28,4.7,2.4,7.1,0.0
