Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2014,19,27,NOP,New Orleans Pelicans,12-42,Alexis Ajinca,C,7-2,248,"May 6, 1988",FR,3,
2014,19,64,NOP,New Orleans Pelicans,0,Al-Farouq Aminu,SF,6-8,220,"September 21, 1990",US,3,Wake Forest
2014,19,65,NOP,New Orleans Pelicans,17,Lou Amundson,PF,6-9,220,"December 7, 1982",US,7,UNLV
2014,19,83,NOP,New Orleans Pelicans,33,Ryan Anderson,PF,6-9,240,"May 6, 1988",US,5,California
2014,19,133,NOP,New Orleans Pelicans,8,Luke Babbitt,PF,6-9,225,"June 20, 1989",US,3,Nevada
2014,19,527,NOP,New Orleans Pelicans,8,Josh Childress,SF,6-8,210,"June 20, 1983",US,7,Stanford
2014,19,676,NOP,New Orleans Pelicans,23,Anthony Davis,PF,6-10,253,"March 11, 1993",US,1,Kentucky
2014,19,857,NOP,New Orleans Pelicans,4,Melvin Ely,C,6-10,260,"May 2, 1978",US,8,Fresno State
2014,19,881,NOP,New Orleans Pelicans,1,Tyreke Evans,SF,6-6,220,"September 19, 1989",US,4,Memphis
2014,19,1063,NOP,New Orleans Pelicans,10,Eric Gordon,SG,6-3,215,"December 25, 1988",US,5,Indiana
2014,19,1308,NOP,New Orleans Pelicans,11,Jrue Holiday,PG,6-3,205,"June 12, 1990",US,4,UCLA
2014,19,1991,NOP,New Orleans Pelicans,2,Darius Miller,SF,6-6,225,"March 21, 1990",US,1,Kentucky
2014,19,2059,NOP,New Orleans Pelicans,3,Anthony Morrow,SG,6-5,210,"September 27, 1985",US,5,Georgia Tech
2014,19,2209,NOP,New Orleans Pelicans,21,Arinze Onuaku,PF,6-9,255,"July 13, 1987",US,R,Syracuse
2014,19,2453,NOP,New Orleans Pelicans,25,Austin Rivers,PG,6-4,200,"August 1, 1992",US,1,Duke
2014,19,2460,NOP,New Orleans Pelicans,22,Brian Roberts,PG,6-1,173,"December 3, 1985",US,1,Dayton
2014,19,2682,NOP,New Orleans Pelicans,14,Jason Smith,PF,7-0,240,"March 2, 1986",US,5,Colorado State
2014,19,2718,NOP,New Orleans Pelicans,31,James Southerland,SF,6-8,215,"April 28, 1990",US,R,Syracuse
2014,19,2755,NOP,New Orleans Pelicans,34,Greg Stiemsma,C,6-11,260,"September 26, 1985",US,2,Wisconsin
2014,19,2855,NOP,New Orleans Pelicans,42,Lance Thomas,SF,6-8,240,"April 24, 1988",US,2,Duke
2014,19,3213,NOP,New Orleans Pelicans,5,Jeff Withey,C,7-0,231,"March 7, 1990",US,R,Kansas
