Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2014,12,IND,Indiana Pacers,5,Lavoy Allen,PF,6-9,260,1989-02-04,US,2,Temple
2014,12,IND,Indiana Pacers,8,Rasual Butler,SG,6-7,215,1979-05-23,US,10,La Salle
2014,12,IND,Indiana Pacers,17,Andrew Bynum,C,7-0,285,1987-10-27,US,7,
2014,12,IND,Indiana Pacers,22,Chris Copeland,SF,6-9,239,1984-03-17,US,1,Colorado
2014,12,IND,Indiana Pacers,24,Paul George,SF,6-8,220,1990-05-02,US,3,Fresno State
2014,12,IND,Indiana Pacers,33,Danny Granger,SF,6-9,222,1983-04-20,US,8,"Bradley, New Mexico"
2014,12,IND,Indiana Pacers,55,Roy Hibbert,C,7-2,270,1986-12-11,US,5,Georgetown
2014,12,IND,Indiana Pacers,3,George Hill,PG,6-3,188,1986-05-04,US,5,IUPUI
2014,12,IND,Indiana Pacers,9,Solomon Hill,SF,6-6,226,1991-03-18,US,R,Arizona
2014,12,IND,Indiana Pacers,11,Orlando Johnson,SG,6-5,220,1989-03-11,US,1,"Loyola Marymount, UC Santa Barbara"
2014,12,IND,Indiana Pacers,28,Ian Mahinmi,C,6-11,262,1986-11-05,FR,5,
2014,12,IND,Indiana Pacers,4,Luis Scola,PF,6-9,240,1980-04-30,AR,6,
2014,12,IND,Indiana Pacers,15,Donald Sloan,SG,6-3,205,1988-01-15,US,2,Texas A&M
2014,12,IND,Indiana Pacers,1,Lance Stephenson,SG,6-6,230,1990-09-05,US,3,Cincinnati
2014,12,IND,Indiana Pacers,12,Evan Turner,SF,6-6,220,1988-10-27,US,3,Ohio State
2014,12,IND,Indiana Pacers,32,C.J. Watson,PG,6-2,175,1984-04-17,US,6,Tennessee
2014,12,IND,Indiana Pacers,21,David West,PF,6-9,250,1980-08-29,US,10,Xavier
