Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2014,21,OKC,Oklahoma City Thunder,12,Steven Adams,C,6-11,265,1993-07-20,NZ,R,Pitt
2014,21,OKC,Oklahoma City Thunder,2,Caron Butler,SF,6-7,228,1980-03-13,US,11,UConn
2014,21,OKC,Oklahoma City Thunder,4,Nick Collison,PF,6-10,255,1980-10-26,US,9,Kansas
2014,21,OKC,Oklahoma City Thunder,35,Kevin Durant,SF,6-10,240,1988-09-29,US,6,Texas
2014,21,OKC,Oklahoma City Thunder,6,Derek Fisher,SG,6-1,200,1974-08-09,US,17,Little Rock
2014,21,OKC,Oklahoma City Thunder,8,Ryan Gomes,SF,6-7,250,1982-09-01,US,7,Providence
2014,21,OKC,Oklahoma City Thunder,9,Serge Ibaka,PF,7-0,235,1989-09-18,CG,4,
2014,21,OKC,Oklahoma City Thunder,7,Royal Ivey,SG,6-3,200,1981-12-20,US,9,Texas
2014,21,OKC,Oklahoma City Thunder,15,Reggie Jackson,PG,6-3,208,1990-04-16,IT,2,Boston College
2014,21,OKC,Oklahoma City Thunder,3,Perry Jones,PF,6-11,235,1991-09-24,US,1,Baylor
2014,21,OKC,Oklahoma City Thunder,11,Jeremy Lamb,SG,6-5,180,1992-05-30,US,1,UConn
2014,21,OKC,Oklahoma City Thunder,5,Kendrick Perkins,C,6-10,270,1984-11-10,US,10,
2014,21,OKC,Oklahoma City Thunder,21,Andre Roberson,SG,6-7,210,1991-12-04,US,R,Colorado
2014,21,OKC,Oklahoma City Thunder,25,Thabo Sefolosha,SG,6-6,215,1984-05-02,CH,7,
2014,21,OKC,Oklahoma City Thunder,22,Mustafa Shakur,PG,6-3,190,1984-08-18,US,1,Arizona
2014,21,OKC,Oklahoma City Thunder,34,Hasheem Thabeet,C,7-3,263,1987-02-16,TZ,4,UConn
2014,21,OKC,Oklahoma City Thunder,0,Russell Westbrook,PG,6-3,200,1988-11-12,US,5,UCLA
2014,21,OKC,Oklahoma City Thunder,14,Reggie Williams,SF,6-6,205,1986-09-14,US,4,Virginia Military Institute
