Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2014,6,CLE,Cleveland Cavaliers,15,Anthony Bennett,PF,6-8,245,1993-03-14,CA,R,UNLV
2014,6,CLE,Cleveland Cavaliers,21,Andrew Bynum,C,7-0,285,1987-10-27,US,7,
2014,6,CLE,Cleveland Cavaliers,6,Earl Clark,PF,6-10,225,1988-01-17,US,4,Louisville
2014,6,CLE,Cleveland Cavaliers,31,Seth Curry,PG,6-2,185,1990-08-23,US,R,"Liberty, Duke"
2014,6,CLE,Cleveland Cavaliers,8-9,Matthew Dellavedova,SG,6-3,200,1990-09-08,AU,R,Saint Mary's
2014,6,CLE,Cleveland Cavaliers,9,Luol Deng,SF,6-9,237,1985-04-16,SS,9,Duke
2014,6,CLE,Cleveland Cavaliers,24,Shane Edwards,SF,6-7,220,1987-05-31,US,R,Little Rock
2014,6,CLE,Cleveland Cavaliers,30,Carrick Felix,SG,6-6,201,1990-08-17,US,R,Arizona State
2014,6,CLE,Cleveland Cavaliers,33,Alonzo Gee,SF,6-6,225,1987-05-29,US,4,Alabama
2014,6,CLE,Cleveland Cavaliers,32,Spencer Hawes,C,7-1,245,1988-04-28,US,6,Washington
2014,6,CLE,Cleveland Cavaliers,24,Scotty Hopson,SG,6-7,204,1989-08-08,US,R,Tennessee
2014,6,CLE,Cleveland Cavaliers,2,Kyrie Irving,PG,6-2,195,1992-03-23,AU,2,Duke
2014,6,CLE,Cleveland Cavaliers,1,Jarrett Jack,PG,6-3,200,1983-10-28,US,8,Georgia Tech
2014,6,CLE,Cleveland Cavaliers,10,Sergey Karasev,SF,6-7,208,1993-10-26,RU,R,
2014,6,CLE,Cleveland Cavaliers,0,C.J. Miles,SG,6-6,220,1987-03-18,US,8,
2014,6,CLE,Cleveland Cavaliers,50,Arinze Onuaku,PF,6-9,255,1987-07-13,US,R,Syracuse
2014,6,CLE,Cleveland Cavaliers,14,Henry Sims,C,6-10,248,1990-03-27,US,1,Georgetown
2014,6,CLE,Cleveland Cavaliers,13,Tristan Thompson,PF,6-9,254,1991-03-13,CA,2,Texas
2014,6,CLE,Cleveland Cavaliers,17,Anderson Varejao,C,6-10,273,1982-09-28,BR,9,
2014,6,CLE,Cleveland Cavaliers,3,Dion Waiters,SG,6-3,215,1991-12-10,US,1,Syracuse
2014,6,CLE,Cleveland Cavaliers,40,Tyler Zeller,C,7-0,253,1990-01-17,US,1,UNC
