PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Otis Birdsong,30,3,3,132,10.7,20.3,0.527,0.0,1.1,0.0,10.7,19.2,0.5579999999999999,4.1,7.0,0.579,1.8,2.6,4.4,3.7,2.2,1.1,3.3,5.2,25.4,,107,118
Buck Williams,25,3,3,126,8.1,11.2,0.7240000000000001,0.0,0.0,,8.1,11.2,0.7240000000000001,7.7,10.0,0.769,4.6,7.3,12.0,0.8,2.3,0.4,2.3,5.8,23.9,,142,116
Mike Gminski,26,3,3,109,7.1,19.2,0.37200000000000005,0.0,0.0,,7.1,19.2,0.37200000000000005,11.6,12.0,0.963,4.9,8.5,13.4,2.2,1.8,0.9,4.0,4.9,25.9,,110,116
Albert King,26,3,3,98,8.9,20.8,0.429,0.5,2.0,0.25,8.4,18.9,0.447,2.0,2.0,1.0,4.0,2.5,6.4,5.0,1.0,0.5,2.5,7.4,20.3,,105,121
Darwin Cook,27,3,0,77,8.2,18.3,0.44799999999999995,0.0,2.5,0.0,8.2,15.8,0.52,1.3,3.8,0.33299999999999996,1.9,2.5,4.4,10.7,3.2,1.3,3.8,6.9,17.7,,97,116
Kelvin Ransey,27,3,3,68,7.2,15.7,0.455,0.7,2.1,0.33299999999999996,6.4,13.6,0.474,4.3,5.7,0.75,2.1,2.9,5.0,8.6,0.7,0.0,2.9,6.4,19.3,,114,122
Mickey Johnson,33,3,0,54,4.5,17.1,0.263,0.0,1.8,0.0,4.5,15.3,0.294,6.3,9.9,0.636,1.8,8.1,9.9,1.8,1.8,0.0,2.7,6.3,15.3,,80,116
Mike O'Koren,27,2,0,21,2.3,13.9,0.16699999999999998,0.0,2.3,0.0,2.3,11.6,0.2,0.0,0.0,,2.3,2.3,4.6,4.6,4.6,2.3,6.9,11.6,4.6,,42,112
Jeff Turner,23,3,0,18,2.7,8.1,0.33299999999999996,0.0,0.0,,2.7,8.1,0.33299999999999996,2.7,2.7,1.0,0.0,8.1,8.1,8.1,0.0,0.0,10.8,18.9,8.1,,55,119
Darryl Dawkins,29,1,0,17,11.4,17.2,0.667,0.0,0.0,,11.4,17.2,0.667,5.7,8.6,0.667,2.9,5.7,8.6,8.6,0.0,5.7,5.7,11.4,28.6,,118,116
