SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1986,14,LAL,Magic Johnson,26,14,14,541,9.8,18.2,0.54,0.0,1.0,0.0,9.8,17.2,0.57,7.3,9.5,0.77,1.9,7.0,8.9,18.7,2.4,0.1,4.0,3.8,26.8,,128,107
1986,14,LAL,James Worthy,24,14,14,539,10.8,19.3,0.56,0.0,0.4,0.0,10.8,19.0,0.57,2.9,4.2,0.68,2.0,3.8,5.8,4.0,1.4,0.9,3.2,3.8,24.4,,111,110
1986,14,LAL,Kareem Abdul-Jabbar,38,14,14,489,15.4,27.7,0.56,0.0,0.0,,15.4,27.7,0.56,4.7,6.0,0.79,2.6,5.6,8.2,4.8,1.5,2.4,4.1,5.3,35.6,,113,107
1986,14,LAL,Byron Scott,24,14,14,470,9.2,18.5,0.5,0.6,1.7,0.35,8.6,16.8,0.51,3.9,4.3,0.9,1.5,4.1,5.6,4.3,1.9,0.2,3.1,3.9,22.9,,111,109
1986,14,LAL,Michael Cooper,29,14,0,421,6.2,13.1,0.47,2.2,4.7,0.46,4.0,8.4,0.47,1.0,1.3,0.82,1.8,3.4,5.2,7.8,2.1,0.5,2.4,2.7,15.5,,118,109
1986,14,LAL,Maurice Lucas,33,14,0,319,8.9,16.9,0.53,0.0,0.0,,8.9,16.9,0.53,2.1,2.9,0.74,4.4,9.3,13.7,1.5,0.9,0.8,2.0,8.0,19.9,,113,107
1986,14,LAL,Kurt Rambis,27,14,14,267,4.9,8.1,0.6,0.0,0.0,,4.9,8.1,0.6,2.3,3.2,0.72,4.7,10.3,14.9,2.5,1.8,1.3,3.2,7.0,12.1,,112,105
1986,14,LAL,Petur Guomundsson,27,12,0,111,6.9,11.7,0.59,0.0,0.9,0.0,6.9,10.8,0.64,4.3,6.5,0.67,3.5,7.8,11.2,1.3,1.3,1.7,4.3,10.0,18.2,,104,107
1986,14,LAL,A.C. Green,22,9,0,106,4.1,7.7,0.53,0.0,0.0,,4.1,7.7,0.53,1.8,4.1,0.44,1.4,5.9,7.2,0.0,0.5,1.4,1.8,5.9,10.0,,94,110
1986,14,LAL,Mitch Kupchak,31,5,0,56,6.9,12.9,0.53,0.0,0.0,,6.9,12.9,0.53,3.4,5.1,0.67,4.3,8.6,12.9,1.7,1.7,0.0,2.6,5.1,17.2,,112,107
1986,14,LAL,Mike McGee,26,6,0,28,13.7,30.9,0.44,0.0,5.1,0.0,13.7,25.7,0.53,0.0,6.9,0.0,5.1,3.4,8.6,3.4,0.0,0.0,3.4,5.1,27.4,,86,114
1986,14,LAL,Larry Spriggs,26,3,0,13,18.5,22.2,0.83,0.0,0.0,,18.5,22.2,0.83,36.9,36.9,1.0,3.7,22.2,25.9,7.4,3.7,0.0,0.0,0.0,73.9,,207,95
