PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Alex English,32,10,10,394,12.6,27.2,0.46299999999999997,0.0,0.1,0.0,12.6,27.1,0.465,7.2,8.4,0.8590000000000001,2.1,2.0,4.2,6.2,0.5,0.5,3.3,3.4,32.4,,110,116
Fat Lever,25,10,10,347,7.9,17.7,0.45,1.1,1.9,0.5710000000000001,6.9,15.8,0.436,2.3,3.2,0.708,2.0,4.4,6.5,7.1,2.7,0.3,3.1,4.4,19.3,,105,110
Danny Schayes,26,10,6,295,7.3,13.6,0.535,0.0,0.0,,7.3,13.6,0.535,3.8,4.8,0.8,5.4,7.6,13.0,1.4,0.6,2.7,3.3,5.9,18.4,,111,110
Calvin Natt,29,10,6,293,10.5,22.7,0.465,0.2,0.3,0.5,10.4,22.3,0.46399999999999997,7.3,9.4,0.78,2.7,9.9,12.6,4.5,0.3,0.5,3.5,4.0,28.6,,108,110
T.R. Dunn,30,10,10,276,3.4,7.8,0.435,0.0,0.0,,3.4,7.8,0.435,1.5,2.4,0.643,3.7,5.3,9.0,2.2,2.7,0.0,0.5,5.8,8.3,,117,109
Mike Evans,30,10,0,204,6.9,18.8,0.366,1.6,6.6,0.24100000000000002,5.3,12.1,0.434,5.7,6.9,0.833,1.4,3.2,4.6,5.7,2.3,0.7,3.0,4.4,21.1,,103,111
Elston Turner,26,10,0,196,6.9,12.9,0.537,0.2,0.2,1.0,6.7,12.6,0.528,1.7,1.9,0.875,2.9,4.1,6.9,5.2,1.7,0.0,1.2,4.5,15.7,,125,112
Blair Rasmussen,23,10,4,175,10.4,25.6,0.406,0.0,0.0,,10.4,25.6,0.406,8.8,11.0,0.805,7.2,8.8,16.0,2.7,1.3,2.4,1.9,7.5,29.7,,112,107
Wayne Cooper,29,8,4,154,7.3,17.0,0.429,0.0,0.3,0.0,7.3,16.7,0.436,4.6,6.7,0.682,3.3,8.8,12.1,2.1,0.6,1.5,3.3,9.4,19.1,,96,109
Bill Hanzlik,28,6,0,102,6.9,12.8,0.536,0.5,0.5,1.0,6.4,12.4,0.519,6.0,7.3,0.813,0.9,1.8,2.8,8.7,0.5,0.5,3.2,5.5,20.2,,121,116
Willie White,23,4,0,21,4.5,15.6,0.28600000000000003,2.2,8.9,0.25,2.2,6.7,0.33299999999999996,0.0,0.0,,2.2,4.5,6.7,13.4,2.2,0.0,4.5,8.9,11.1,,88,111
Pete Williams,20,4,0,18,5.2,10.4,0.5,0.0,2.6,0.0,5.2,7.8,0.667,0.0,0.0,,2.6,7.8,10.4,7.8,0.0,0.0,0.0,5.2,10.4,,133,113
