PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
James Donaldson,28,10,10,410,4.4,5.8,0.75,0.0,0.0,,4.4,5.8,0.75,4.5,4.8,0.925,3.6,10.5,14.1,1.2,0.7,1.5,1.2,3.1,13.2,,156.0,114
Rolando Blackman,26,10,10,371,11.1,22.3,0.49700000000000005,0.0,0.1,0.0,11.1,22.2,0.5,5.6,7.1,0.792,2.0,2.7,4.7,4.3,1.1,0.1,2.7,3.5,27.8,,113.0,119
Derek Harper,24,10,10,348,8.1,15.2,0.5329999999999999,1.1,2.0,0.5710000000000001,7.0,13.2,0.527,1.7,2.3,0.75,1.9,0.9,2.7,10.8,3.3,0.0,3.3,3.8,19.1,,119.0,116
Sam Perkins,24,10,10,347,8.1,19.0,0.429,0.3,1.1,0.25,7.9,17.9,0.44,4.7,6.1,0.767,4.3,7.6,11.9,3.4,1.3,2.0,2.3,4.6,21.3,,109.0,114
Mark Aguirre,26,10,10,345,15.1,30.7,0.491,0.3,0.9,0.33299999999999996,14.8,29.9,0.495,5.0,7.9,0.636,3.0,7.2,10.2,7.8,1.3,0.0,3.3,4.0,35.5,,111.0,116
Jay Vincent,26,10,0,204,9.2,24.0,0.384,0.0,0.0,,9.2,24.0,0.384,7.3,8.3,0.882,3.6,5.8,9.5,3.6,1.0,0.2,4.1,4.6,25.7,,98.0,117
Brad Davis,30,10,0,163,7.3,13.4,0.545,3.0,4.6,0.667,4.3,8.8,0.483,5.8,7.3,0.792,0.3,5.5,5.8,7.0,0.9,0.0,4.6,6.7,23.4,,120.0,117
Detlef Schrempf,23,10,0,120,5.4,11.6,0.46399999999999997,0.0,0.4,0.0,5.4,11.2,0.48100000000000004,4.5,7.0,0.647,2.9,6.6,9.5,5.8,0.8,0.4,4.1,9.9,15.3,,101.0,116
Dale Ellis,25,7,0,67,6.7,16.3,0.409,5.2,8.9,0.583,1.5,7.4,0.2,3.7,3.7,1.0,2.2,3.0,5.2,1.5,1.5,1.5,3.0,4.4,22.2,,117.0,117
Bill Wennington,22,6,0,18,5.5,16.5,0.33299999999999996,2.8,2.8,1.0,2.8,13.8,0.2,5.5,5.5,1.0,11.0,2.8,13.8,0.0,0.0,0.0,0.0,11.0,19.3,,136.0,121
Uwe Blab,23,1,0,6,16.5,24.8,0.667,0.0,0.0,,16.5,24.8,0.667,0.0,0.0,,0.0,8.3,8.3,0.0,0.0,0.0,0.0,8.3,33.0,,132.0,117
Harold Keeling,22,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,123
