Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1375,Geoff Huston,1957-11-08,577.0,186.0,14686.0,2297.0,4747.0,0.48,17.0,68.0,0.25,2280.0,4679.0,0.49,0.49,842.0,1190.0,0.71,246.0,576.0,822.0,2903.0,389.0,39.0,1078.0,992.0,5453.0,0
