Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,27,609,SAS,San Antonio Spurs,23.0,NBA,SF,1.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1989,24,609,PHO,Phoenix Suns,26.0,NBA,SF,12.0,12.0,310.0,45.0,86.0,0.52,0.0,0.0,,45.0,86.0,0.52,0.52,19.0,25.0,0.76,43.0,42.0,85.0,26.0,24.0,4.0,14.0,37.0,109.0
1992,29,609,UTA,Utah Jazz,29.0,NBA,SF,16.0,0.0,447.0,69.0,137.0,0.5,0.0,2.0,0.0,69.0,135.0,0.51,0.5,42.0,54.0,0.78,39.0,49.0,88.0,17.0,12.0,3.0,17.0,45.0,180.0
1993,29,609,UTA,Utah Jazz,30.0,NBA,SF,5.0,0.0,161.0,24.0,50.0,0.48,0.0,0.0,,24.0,50.0,0.48,0.48,11.0,17.0,0.65,16.0,22.0,38.0,9.0,3.0,1.0,7.0,15.0,59.0
1994,29,609,UTA,Utah Jazz,31.0,NBA,SF,16.0,11.0,413.0,41.0,106.0,0.39,4.0,12.0,0.33,37.0,94.0,0.39,0.41,14.0,15.0,0.93,25.0,54.0,79.0,15.0,21.0,3.0,11.0,31.0,100.0
1995,1,609,ATL,Atlanta Hawks,32.0,NBA,SF,3.0,2.0,79.0,12.0,26.0,0.46,2.0,6.0,0.33,10.0,20.0,0.5,0.5,8.0,9.0,0.89,6.0,4.0,10.0,2.0,2.0,1.0,2.0,10.0,34.0
1996,16,609,MIA,Miami Heat,33.0,NBA,SF,2.0,0.0,34.0,1.0,5.0,0.2,0.0,0.0,,1.0,5.0,0.2,0.2,3.0,4.0,0.75,4.0,3.0,7.0,1.0,2.0,0.0,1.0,3.0,5.0
1997,1,609,ATL,Atlanta Hawks,34.0,NBA,SF,10.0,10.0,364.0,42.0,92.0,0.46,13.0,37.0,0.35,29.0,55.0,0.53,0.53,9.0,9.0,1.0,12.0,31.0,43.0,20.0,4.0,2.0,14.0,29.0,106.0
1998,1,609,ATL,Atlanta Hawks,35.0,NBA,SF,4.0,4.0,113.0,7.0,25.0,0.28,1.0,6.0,0.17,6.0,19.0,0.32,0.3,0.0,0.0,,3.0,12.0,15.0,4.0,6.0,1.0,3.0,10.0,15.0
1999,1,609,ATL,Atlanta Hawks,36.0,NBA,SF,9.0,4.0,268.0,30.0,72.0,0.42,6.0,23.0,0.26,24.0,49.0,0.49,0.46,3.0,4.0,0.75,7.0,26.0,33.0,16.0,6.0,0.0,8.0,20.0,69.0
