Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,17.0,2305,MIL,Milwaukee Bucks,25.0,NBA,SG,8.0,1.0,198.0,6.5,13.3,0.49,0.0,0.4,0.0,6.5,12.9,0.51,1.3,1.6,0.78,1.5,1.8,3.3,2.7,0.5,0.2,3.1,4.7,14.4
1986,17.0,2305,MIL,Milwaukee Bucks,26.0,NBA,SG,13.0,0.0,322.0,5.8,12.6,0.46,0.0,0.2,0.0,5.8,12.4,0.47,4.5,5.0,0.89,2.2,1.8,4.0,2.2,0.9,0.3,1.7,4.7,16.1
1987,17.0,2305,MIL,Milwaukee Bucks,27.0,NBA,SG,12.0,2.0,317.0,7.7,16.1,0.48,0.0,0.0,,7.7,16.1,0.48,6.2,7.6,0.82,1.4,1.8,3.2,1.8,1.1,0.6,2.2,4.4,21.7
1988,17.0,2305,MIL,Milwaukee Bucks,28.0,NBA,SG,5.0,0.0,105.0,8.6,18.2,0.47,0.3,1.7,0.2,8.2,16.5,0.5,2.7,3.1,0.89,2.1,2.7,4.8,3.1,0.3,0.7,1.4,3.1,20.2
1989,17.0,2305,MIL,Milwaukee Bucks,29.0,NBA,SG,9.0,0.0,292.0,9.5,17.4,0.55,0.7,1.0,0.75,8.8,16.4,0.53,5.1,5.8,0.87,0.6,2.5,3.1,3.1,1.4,0.2,1.1,3.8,24.8
1990,17.0,2305,MIL,Milwaukee Bucks,30.0,NBA,SG,4.0,0.0,122.0,8.3,17.7,0.47,1.5,3.0,0.5,6.8,14.8,0.46,8.3,9.1,0.9,1.8,0.9,2.7,1.8,1.5,0.0,0.9,4.1,26.3
1991,21.0,2305,SEA,Seattle Supersonics,31.0,NBA,SG,5.0,0.0,112.0,6.1,18.3,0.33,1.0,3.2,0.3,5.1,15.1,0.34,5.1,5.5,0.94,1.9,2.6,4.5,1.3,1.3,0.3,3.5,3.9,18.3
1992,21.0,2305,SEA,Seattle Supersonics,32.0,NBA,SG,9.0,9.0,316.0,7.2,14.9,0.48,0.3,1.3,0.27,6.8,13.7,0.5,5.4,6.2,0.87,1.0,1.5,2.5,3.2,0.6,0.1,2.7,2.7,20.1
1993,21.0,2305,SEA,Seattle Supersonics,33.0,NBA,SG,19.0,19.0,578.0,7.7,16.8,0.46,0.7,1.9,0.4,6.9,14.9,0.46,4.9,5.5,0.9,1.1,1.8,2.9,2.6,0.7,0.2,1.7,2.5,21.0
1994,21.0,2305,SEA,Seattle Supersonics,34.0,NBA,SG,5.0,0.0,74.0,6.8,15.1,0.45,0.0,0.0,,6.8,15.1,0.45,5.8,8.3,0.71,1.9,0.5,2.4,1.5,0.5,0.0,4.4,3.9,19.5
1996,12.0,2305,IND,Indiana Pacers,36.0,NBA,SG,5.0,4.0,133.0,4.3,12.7,0.34,0.5,2.2,0.25,3.8,10.6,0.36,4.6,5.4,0.85,0.8,0.3,1.1,4.1,2.2,0.3,3.2,3.5,13.8
1997,,2305,CHH,None,37.0,NBA,SG,3.0,2.0,87.0,4.6,9.9,0.46,0.4,2.9,0.14,4.1,7.0,0.59,0.0,0.0,,0.4,2.9,3.3,1.7,0.8,0.0,1.2,3.3,9.5
