Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,12,1291,IND,Indiana Pacers,22.0,NBA,SF,28.0,0.0,226.0,2.7,6.4,0.42,1.1,3.7,0.3,1.6,2.7,0.59,1.0,1.1,0.86,1.4,5.1,6.5,1.9,0.8,0.3,2.1,3.0,7.5
2015,12,1291,IND,Indiana Pacers,23.0,NBA,SF,82.0,78.0,2381.0,3.8,9.6,0.4,1.0,3.1,0.33,2.8,6.4,0.43,2.4,2.9,0.82,1.1,3.7,4.7,2.8,1.0,0.3,1.7,2.7,11.0
2016,12,1291,IND,Indiana Pacers,24.0,NBA,SF,59.0,3.0,866.0,3.9,8.6,0.45,1.0,3.1,0.32,2.9,5.6,0.52,1.5,1.7,0.86,1.6,5.3,6.9,2.4,1.5,0.5,1.4,2.8,10.2
2017,19,1291,NOP,New Orleans Pelicans,25.0,NBA,SF,80.0,71.0,2374.0,2.8,7.2,0.38,1.4,4.1,0.35,1.3,3.2,0.43,1.6,1.9,0.8,0.8,3.9,4.7,2.1,1.1,0.5,1.2,2.8,8.5
2018,19,1291,NOP,New Orleans Pelicans,26.0,NBA,SF,12.0,1.0,187.0,2.1,7.9,0.27,0.8,4.0,0.19,1.3,3.9,0.35,0.6,1.2,0.5,1.7,5.2,6.9,4.2,1.3,0.2,1.7,4.2,5.6
2019,19,1291,NOP,New Orleans Pelicans,27.0,NBA,SF,44.0,15.0,878.0,2.8,7.3,0.38,1.3,4.1,0.32,1.5,3.2,0.47,0.9,1.3,0.72,1.4,4.1,5.5,2.3,0.9,0.4,1.3,3.3,7.8
2020,31,1291,TOT,Total After Trade,28.0,NBA,PF,59.0,4.0,1088.0,3.6,9.2,0.4,2.1,5.7,0.37,1.6,3.5,0.44,1.3,1.8,0.74,1.0,4.5,5.5,3.4,1.4,0.4,1.7,2.8,10.7
2020,15,1291,MEM,Memphis Grizzlies,28.0,NBA,PF,48.0,3.0,901.0,3.8,9.3,0.41,2.2,5.9,0.38,1.6,3.4,0.46,1.0,1.5,0.68,1.0,4.8,5.8,3.8,1.2,0.3,1.6,2.9,10.9
2020,16,1291,MIA,Miami Heat,28.0,NBA,PF,11.0,1.0,187.0,2.7,8.7,0.31,1.3,4.6,0.29,1.3,4.0,0.33,2.7,3.1,0.88,1.0,3.1,4.0,1.9,2.3,1.0,2.1,2.3,9.4
2021,1,1291,ATL,Atlanta Hawks,29.0,NBA,PF,22.0,1.0,436.0,2.8,7.9,0.35,2.1,6.2,0.33,0.7,1.7,0.43,0.5,0.7,0.75,0.8,3.7,4.5,1.6,1.2,0.4,1.1,2.8,8.2
