PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Shawn Kemp,23,19,663,21.3,0.589,0.0,0.535,13.3,20.6,16.8,11.6,2.3,4.4,16.9,21.2,,1.5,0.9,2.4,0.172,,2.2,2.1,4.3,1.1
Derrick McKey,26,19,647,14.4,0.568,0.032,0.43700000000000006,8.7,9.0,8.9,16.3,1.0,1.9,16.0,15.3,,1.1,0.2,1.3,0.099,,1.9,0.3,2.2,0.7
Sam Perkins,31,19,626,17.5,0.55,0.35100000000000003,0.244,5.8,19.9,12.4,9.2,1.6,2.9,7.8,19.0,,1.4,0.6,2.0,0.157,,3.0,1.1,4.1,1.0
Gary Payton,24,19,605,12.7,0.466,0.026000000000000002,0.157,4.0,8.4,6.1,18.4,3.0,0.4,11.9,20.8,,0.2,0.5,0.6,0.048,,-2.0,0.6,-1.4,0.1
Ricky Pierce,33,19,578,17.3,0.546,0.111,0.326,3.2,6.2,4.7,12.4,1.1,0.5,8.3,25.7,,1.4,0.1,1.5,0.127,,2.7,-1.3,1.4,0.5
Nate McMillan,28,19,415,15.3,0.392,0.233,0.29100000000000004,5.6,13.8,9.4,34.7,5.2,1.9,17.7,15.0,,0.1,0.7,0.8,0.08800000000000001,,0.5,5.2,5.6,0.8
Eddie Johnson,33,19,382,11.0,0.45799999999999996,0.171,0.14800000000000002,4.9,9.1,6.9,7.6,0.4,0.2,7.8,28.0,,0.1,0.0,0.1,0.015,,-1.0,-3.6,-4.5,-0.2
Michael Cage,31,19,378,12.3,0.518,0.0,0.225,13.7,21.1,17.2,3.8,1.8,1.4,15.4,12.1,,0.3,0.4,0.7,0.084,,-1.4,-0.3,-1.6,0.0
Dana Barros,25,16,136,12.8,0.544,0.34,0.17,0.0,11.0,5.2,13.8,2.0,0.0,13.7,19.0,,0.1,0.1,0.2,0.064,,0.2,0.0,0.1,0.1
Vincent Askew,26,12,103,20.9,0.606,0.0,0.561,10.7,10.9,10.8,15.1,0.5,0.7,12.0,24.9,,0.3,0.0,0.4,0.171,,4.5,-0.4,4.1,0.2
Gerald Paddio,27,9,30,18.2,0.5,0.071,0.0,3.7,8.3,5.8,23.5,3.6,2.4,12.5,23.5,,0.0,0.0,0.0,0.076,,2.9,2.5,5.3,0.1
Steve Scheffler,25,9,22,36.6,0.595,0.0,0.4,30.1,22.6,26.6,7.9,4.9,0.0,0.0,23.6,,0.2,0.0,0.2,0.42100000000000004,,11.7,0.9,12.5,0.1
