PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Brad Daugherty,27,9,356,19.7,0.613,0.0,0.435,8.9,27.5,18.2,15.0,0.9,1.3,16.0,21.2,,0.7,0.4,1.2,0.159,,3.3,0.7,4.0,0.5
Larry Nance,33,9,329,20.6,0.598,0.0,0.278,13.0,14.7,13.8,11.1,1.3,2.8,4.7,17.9,,1.1,0.4,1.4,0.212,,4.2,0.9,5.1,0.6
Craig Ehlo,31,9,289,11.3,0.502,0.28600000000000003,0.165,4.2,9.0,6.6,13.7,2.2,0.9,14.8,18.3,,0.0,0.3,0.3,0.044000000000000004,,-0.3,0.3,0.1,0.2
Mark Price,28,9,288,13.8,0.544,0.268,0.247,0.4,7.8,4.1,31.2,2.8,0.0,23.5,22.6,,-0.1,0.3,0.2,0.036000000000000004,,1.0,-0.8,0.2,0.2
Hot Rod Williams,30,9,237,12.1,0.46399999999999997,0.0,0.373,6.2,15.2,10.6,11.3,1.1,3.9,11.2,19.2,,0.0,0.3,0.3,0.055999999999999994,,-1.7,1.1,-0.7,0.1
Gerald Wilkins,29,9,236,12.3,0.49200000000000005,0.138,0.195,3.1,5.3,4.2,16.9,2.1,0.6,10.4,20.7,,0.1,0.2,0.3,0.053,,-0.5,-0.1,-0.6,0.1
Mike Sanders,32,8,145,11.2,0.439,0.042,0.20800000000000002,6.7,8.6,7.6,11.1,3.0,0.5,5.4,17.7,,0.0,0.2,0.2,0.061,,-1.9,0.9,-1.0,0.0
Terrell Brandon,22,8,132,13.3,0.51,0.109,0.196,3.7,12.2,7.9,21.1,2.9,1.5,21.9,22.4,,-0.1,0.2,0.1,0.02,,-0.4,0.5,0.2,0.1
Danny Ferry,26,8,118,13.3,0.508,0.265,0.294,4.1,22.1,13.0,18.2,1.8,1.7,15.4,17.8,,0.1,0.2,0.2,0.09,,-0.3,2.0,1.8,0.1
Jay Guidinger,23,4,15,-5.1,0.258,0.0,0.667,8.1,0.0,4.1,0.0,0.0,4.4,34.0,18.1,,-0.1,0.0,-0.1,-0.28800000000000003,,-13.0,-4.0,-17.1,-0.1
Bobby Phills,23,2,9,5.2,0.515,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,20.5,25.1,,0.0,0.0,0.0,-0.071,,-5.0,-5.7,-10.6,0.0
John Battle,30,1,6,-20.0,0.0,0.0,0.0,0.0,20.7,10.3,21.9,0.0,0.0,66.7,23.1,,-0.1,0.0,-0.1,-0.58,,-24.7,-7.2,-31.8,0.0
