PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Derrick Coleman,25,5,225,25.6,0.61,0.128,0.38299999999999995,6.9,28.0,17.6,18.1,1.4,3.7,10.6,25.0,,0.7,0.4,1.2,0.247,,5.6,4.0,9.6,0.7
Dwayne Schintzius,28,5,193,5.6,0.521,0.091,0.303,1.2,4.2,2.8,7.4,0.5,0.0,22.7,23.0,,-0.3,0.1,-0.3,-0.063,,-5.6,-3.2,-8.8,-0.3
Chris Morris,27,5,163,23.7,0.6409999999999999,0.262,0.19699999999999998,9.6,13.6,11.6,7.4,2.6,2.4,4.3,19.5,,0.6,0.2,0.9,0.254,,6.3,3.5,9.8,0.5
Rumeal Robinson,26,5,136,10.0,0.47,0.14300000000000002,0.14300000000000002,3.5,6.9,5.2,40.7,1.9,0.0,27.7,24.3,,-0.2,0.1,-0.1,-0.04,,-2.5,-0.8,-3.3,0.0
Dwayne Schintzius,24,5,106,10.7,0.45799999999999996,0.0,0.207,6.8,20.9,13.9,5.7,0.5,3.6,8.7,15.0,,0.0,0.2,0.1,0.064,,-3.2,1.6,-1.6,0.0
Maurice Cheeks,36,5,82,12.1,0.469,0.0,0.043,4.4,4.3,4.3,26.1,3.8,0.8,23.0,17.0,,-0.1,0.1,0.0,0.025,,-1.7,1.9,0.2,0.0
Sam Bowie,31,3,71,7.5,0.506,0.0,0.222,3.4,16.4,10.0,3.9,4.4,0.9,28.8,8.9,,-0.1,0.1,0.1,0.054000000000000006,,-4.1,3.1,-1.0,0.0
Rick Mahorn,34,4,63,6.0,0.4,0.0,0.0,7.6,16.6,12.2,6.6,0.0,2.0,9.1,8.0,,0.0,0.1,0.1,0.051,,-5.0,0.5,-4.5,0.0
Chucky Brown,24,4,62,14.1,0.478,0.0,0.318,5.8,11.3,8.6,2.5,2.5,3.1,7.4,20.0,,0.0,0.1,0.1,0.08,,-0.3,1.5,1.2,0.1
Rafael Addison,28,5,53,9.1,0.381,0.0,0.14300000000000002,6.8,6.6,6.7,14.4,3.0,0.0,11.8,21.9,,-0.1,0.1,0.0,-0.027999999999999997,,-3.5,0.5,-3.0,0.0
Bernard King,36,3,24,8.6,0.5710000000000001,0.0,0.0,5.0,0.0,2.5,0.0,2.2,0.0,12.5,15.3,,0.0,0.0,0.0,0.046,,-3.3,-1.1,-4.4,0.0
Tate George,24,2,22,10.6,0.28600000000000003,0.0,0.0,5.5,10.6,8.1,39.2,2.4,0.0,12.5,16.6,,0.0,0.0,0.0,-0.004,,-1.4,0.6,-0.7,0.0
