PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Reggie Miller,27,4,175,23.4,0.687,0.253,0.507,2.9,5.3,4.1,12.0,0.9,0.0,9.8,27.4,,0.8,0.0,0.8,0.22899999999999998,,7.4,-1.4,6.0,0.3
Detlef Schrempf,30,4,165,15.0,0.5579999999999999,0.037000000000000005,0.667,2.3,14.1,8.4,29.3,0.3,0.8,19.6,24.8,,0.1,0.1,0.2,0.065,,1.7,-0.9,0.8,0.1
Rik Smits,26,4,143,23.1,0.611,0.016,0.344,11.4,15.5,13.5,9.9,1.9,1.9,9.8,27.0,,0.4,0.1,0.6,0.18899999999999997,,4.0,0.0,4.0,0.2
Dale Davis,23,4,117,10.1,0.618,0.0,0.33299999999999996,4.3,27.9,16.5,5.0,1.8,2.3,17.9,6.8,,0.1,0.2,0.2,0.10099999999999999,,-0.3,1.7,1.4,0.1
Pooh Richardson,26,4,95,10.5,0.48200000000000004,0.067,0.4,1.3,12.3,7.0,35.2,1.1,0.0,25.4,11.7,,0.0,0.1,0.1,0.049,,-0.1,-1.4,-1.6,0.0
Vern Fleming,30,3,80,8.7,0.522,0.14800000000000002,0.14800000000000002,1.6,5.8,3.8,6.2,1.3,0.8,14.8,19.9,,-0.1,0.0,0.0,-0.015,,-1.1,-2.2,-3.3,0.0
George McCloud,25,4,79,8.4,0.384,0.522,0.174,4.8,11.8,8.4,27.3,2.7,0.8,16.8,17.8,,-0.1,0.1,0.0,-0.013000000000000001,,-2.3,0.9,-1.4,0.0
LaSalle Thompson,31,4,73,8.0,0.425,0.0,0.4,12.0,11.2,11.6,6.0,2.2,1.8,18.5,14.0,,0.0,0.1,0.0,0.019,,-1.8,-0.7,-2.4,0.0
Sam Mitchell,29,4,25,9.3,0.6759999999999999,0.0,0.25,0.0,4.7,2.4,0.0,0.0,0.0,18.4,20.5,,0.0,0.0,0.0,0.021,,-3.0,-2.7,-5.7,0.0
Malik Sealy,22,3,18,-4.6,0.17,0.2,0.4,13.9,0.0,6.7,0.0,0.0,0.0,14.5,18.0,,-0.1,0.0,-0.1,-0.247,,-6.4,-7.2,-13.6,-0.1
Kenny Williams,23,2,11,10.0,0.532,0.0,2.0,0.0,0.0,0.0,27.5,0.0,12.1,34.7,12.4,,0.0,0.0,0.0,-0.045,,-0.8,7.6,6.7,0.0
Greg Dreiling,30,2,4,32.4,1.5,1.0,0.0,0.0,29.1,15.1,0.0,0.0,0.0,0.0,11.8,,0.0,0.0,0.0,0.247,,15.3,3.6,18.9,0.0
