PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Rod Strickland,26,4,156,17.6,0.47100000000000003,0.019,0.231,5.7,12.9,8.9,39.5,1.7,0.8,10.9,17.5,,0.3,0.2,0.5,0.14400000000000002,,3.3,1.8,5.0,0.3
Terry Porter,29,4,152,11.2,0.45299999999999996,0.27899999999999997,0.162,2.6,12.5,7.1,9.3,1.4,0.0,7.6,22.1,,0.0,0.2,0.2,0.055999999999999994,,-1.2,-0.4,-1.6,0.0
Clifford Robinson,26,4,131,3.5,0.29,0.016,0.361,7.5,6.3,7.0,7.4,2.4,3.5,10.2,25.5,,-0.6,0.2,-0.4,-0.13699999999999998,,-6.2,-1.2,-7.3,-0.2
Buck Williams,32,4,119,11.2,0.5579999999999999,0.0,0.826,9.9,17.0,13.1,1.3,0.4,1.6,16.1,13.3,,0.1,0.2,0.3,0.10400000000000001,,-1.8,0.0,-1.8,0.0
Clyde Drexler,30,3,116,21.1,0.55,0.27899999999999997,0.465,6.8,11.3,8.8,20.6,2.3,1.7,5.5,20.1,,0.4,0.2,0.6,0.23199999999999998,,6.9,2.8,9.7,0.3
Jerome Kersey,30,4,98,24.4,0.5760000000000001,0.024,0.405,10.0,29.1,18.6,7.9,2.1,1.3,3.9,22.3,,0.4,0.2,0.6,0.276,,4.5,3.8,8.3,0.2
Mark Bryant,27,4,83,11.8,0.49700000000000005,0.0,0.135,11.8,11.4,11.6,0.0,0.0,2.4,13.3,23.2,,0.0,0.1,0.1,0.052000000000000005,,-2.5,-1.0,-3.5,0.0
Kevin Duckworth,28,4,58,3.4,0.395,0.0,0.19,6.8,18.4,12.0,8.3,0.0,1.1,20.9,21.1,,-0.2,0.1,-0.1,-0.069,,-8.7,-0.8,-9.5,-0.1
Mario Elie,29,4,52,15.3,0.716,0.2,0.9,3.8,9.1,6.2,11.9,2.0,1.3,26.4,15.5,,0.1,0.1,0.2,0.141,,2.2,1.9,4.1,0.1
Joe Wolf,28,2,20,8.3,0.5,0.0,0.0,9.8,11.9,10.7,0.0,0.0,3.3,0.0,4.3,,0.0,0.0,0.0,0.102,,-0.7,0.0,-0.7,0.0
