PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Scottie Pippen,27,19,789,16.9,0.504,0.052000000000000005,0.355,5.8,14.6,10.2,21.8,2.8,1.2,15.8,26.2,,0.3,1.1,1.4,0.083,,1.1,0.8,2.0,0.8
Michael Jordan,29,19,783,30.1,0.5529999999999999,0.136,0.32,5.0,14.9,10.0,29.4,2.7,1.6,7.0,38.0,,3.3,1.1,4.4,0.27,,9.7,1.8,11.6,2.7
Horace Grant,27,19,651,17.0,0.5770000000000001,0.0,0.355,11.5,17.8,14.6,9.8,1.9,2.5,8.8,13.6,,1.6,0.9,2.4,0.18,,2.0,1.3,3.3,0.9
B.J. Armstrong,25,19,643,13.2,0.611,0.244,0.131,1.1,4.2,2.7,14.2,1.6,0.2,7.3,13.7,,1.5,0.4,1.8,0.13699999999999998,,0.8,0.0,0.8,0.4
Bill Cartwright,35,19,444,11.5,0.522,0.0,0.364,7.7,15.6,11.7,9.2,1.3,0.5,10.2,13.2,,0.6,0.4,1.0,0.113,,-0.9,0.6,-0.3,0.2
Scott Williams,24,19,395,12.2,0.521,0.023,0.33299999999999996,12.4,21.9,17.2,9.3,1.0,3.1,19.4,14.4,,0.2,0.5,0.8,0.091,,-2.3,0.9,-1.4,0.1
John Paxson,32,19,331,12.6,0.7170000000000001,0.4,0.183,1.9,5.1,3.5,13.6,1.0,0.2,5.8,9.6,,1.0,0.2,1.1,0.16,,1.0,0.6,1.6,0.3
Stacey King,26,19,229,11.0,0.483,0.0,0.47,10.7,10.6,10.7,8.7,2.1,1.3,15.0,18.8,,0.1,0.2,0.4,0.07400000000000001,,-3.5,-0.7,-4.1,-0.1
Trent Tucker,33,19,208,9.8,0.545,0.565,0.13,2.4,7.6,5.0,12.6,1.8,0.0,12.6,12.3,,0.2,0.2,0.4,0.084,,0.0,0.1,0.1,0.1
Will Perdue,27,13,101,9.5,0.512,0.0,0.5,18.2,18.1,18.2,6.9,0.5,1.4,24.7,14.8,,0.0,0.1,0.1,0.055,,-4.1,-1.8,-5.9,-0.1
Rodney McCray,31,7,39,2.4,0.16699999999999998,0.0,0.0,6.3,34.3,20.4,16.2,0.0,1.8,40.0,11.8,,-0.1,0.1,-0.1,-0.1,,-8.0,0.1,-7.9,-0.1
Darrell Walker,31,9,22,8.1,0.376,0.0,0.75,0.0,5.5,2.8,29.5,0.0,0.0,15.8,13.2,,0.0,0.0,0.0,0.009000000000000001,,-1.8,-1.6,-3.4,0.0
