PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Karl Malone,29,5,216,16.6,0.528,0.021,0.392,6.4,21.2,13.9,9.2,1.6,0.6,15.0,29.2,,0.1,0.3,0.4,0.085,,1.1,0.1,1.2,0.2
John Stockton,30,5,193,18.6,0.56,0.255,0.353,3.0,4.1,3.6,48.4,3.5,0.0,20.3,18.1,,0.4,0.2,0.6,0.145,,4.2,2.5,6.7,0.4
Tyrone Corbin,30,5,161,14.4,0.513,0.0,0.34,11.5,15.6,13.6,10.0,1.0,0.4,10.9,18.9,,0.2,0.2,0.3,0.10300000000000001,,0.9,0.6,1.6,0.1
Jeff Malone,31,5,150,9.7,0.474,0.0,0.2,2.3,9.9,6.1,3.9,1.1,0.4,11.3,25.1,,-0.1,0.1,0.0,-0.009000000000000001,,-3.4,-0.7,-4.1,-0.1
David Benoit,24,5,136,9.1,0.396,0.22,0.317,6.0,14.3,10.2,6.0,1.2,2.9,4.1,16.9,,0.0,0.2,0.1,0.047,,-2.8,1.1,-1.6,0.0
Mark Eaton,36,5,117,13.6,0.53,0.0,0.21100000000000002,15.9,16.6,16.2,2.7,0.0,5.1,8.8,9.2,,0.2,0.1,0.3,0.124,,0.5,1.4,1.9,0.1
Jay Humphries,30,5,115,8.3,0.374,0.242,0.121,5.0,5.0,5.0,24.1,1.5,1.7,14.7,16.7,,-0.1,0.1,0.0,-0.016,,-1.5,0.6,-0.9,0.0
Mike Brown,29,5,93,10.2,0.5529999999999999,0.0,0.44,5.0,14.7,9.9,3.8,0.0,0.7,14.4,17.7,,0.0,0.1,0.1,0.055999999999999994,,-2.6,0.1,-2.5,0.0
Larry Krystkowiak,28,1,8,-6.6,0.0,0.0,0.0,14.5,14.3,14.4,0.0,0.0,0.0,50.0,11.8,,0.0,0.0,0.0,-0.24,,-12.5,-5.0,-17.5,0.0
James Donaldson,35,1,5,-7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,,0.0,0.0,0.0,-0.20600000000000002,,-9.1,-4.8,-13.9,0.0
Isaac Austin,23,1,3,28.5,0.5,0.0,0.0,0.0,38.1,19.2,0.0,0.0,22.0,0.0,31.4,,0.0,0.0,0.0,0.207,,-0.9,12.1,11.2,0.0
John Crotty,23,1,3,79.8,1.0,0.0,0.0,38.6,0.0,19.2,100.0,0.0,0.0,0.0,31.4,,0.0,0.0,0.0,0.752,,48.0,9.9,57.9,0.0
