PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
A.C. Green,29,5,220,13.0,0.478,0.11900000000000001,0.5,11.9,25.0,17.9,8.2,1.7,0.9,14.9,11.9,,0.1,0.3,0.4,0.092,,-0.5,0.1,-0.4,0.1
Sedale Threatt,31,5,205,15.9,0.47700000000000004,0.146,0.135,1.5,8.0,4.5,32.0,3.3,0.3,11.3,22.5,,0.1,0.2,0.4,0.083,,0.4,1.5,1.9,0.2
Elden Campbell,24,5,178,13.0,0.44,0.0,0.348,9.6,16.5,12.8,6.2,1.8,4.5,13.1,22.3,,-0.2,0.2,0.0,0.011000000000000001,,-2.3,0.6,-1.7,0.0
Byron Scott,31,5,177,13.3,0.652,0.35700000000000004,0.5479999999999999,0.0,7.3,3.4,7.5,1.5,0.0,7.1,13.7,,0.4,0.1,0.5,0.146,,0.4,0.5,0.8,0.1
Vlade Divac,24,5,167,23.8,0.5379999999999999,0.122,0.297,10.2,21.1,15.2,29.0,1.9,4.8,11.6,24.6,,0.3,0.3,0.6,0.177,,4.8,5.1,9.9,0.5
James Worthy,31,5,148,9.7,0.391,0.09300000000000001,0.057999999999999996,4.7,7.9,6.2,15.0,1.8,0.0,7.4,27.9,,-0.3,0.1,-0.2,-0.054000000000000006,,-2.4,-2.2,-4.7,-0.1
Tony Smith,24,5,73,12.6,0.5870000000000001,0.16,0.36,6.9,4.8,5.9,4.4,0.7,0.9,9.4,19.0,,0.1,0.0,0.2,0.109,,-0.6,0.3,-0.4,0.0
Doug Christie,22,5,39,7.5,0.409,0.273,0.0,2.6,9.0,5.5,22.1,2.7,3.4,26.7,16.7,,-0.1,0.0,0.0,-0.043,,-5.1,1.2,-3.9,0.0
James Edwards,37,3,14,11.0,0.75,0.0,0.0,0.0,16.7,7.7,0.0,0.0,0.0,20.0,15.5,,0.0,0.0,0.0,0.057999999999999996,,-3.2,-1.0,-4.2,0.0
Duane Cooper,23,2,4,-25.8,0.0,0.5,0.0,50.2,0.0,27.0,31.3,0.0,0.0,0.0,65.0,,-0.1,0.0,-0.1,-1.165,,-11.1,-20.4,-31.5,0.0
