Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,24,PHO,Phoenix Suns,82,19730,42.6,86.6,0.49,9.3,22.6,0.41,33.3,64.0,0.52,20.8,27.0,0.77,11.6,33.4,45.0,24.4,6.1,5.3,15.4,21.9,115.3
2010,10,GSW,Golden State Warriors,82,19730,40.4,86.0,0.47,7.7,20.4,0.38,32.7,65.5,0.5,19.8,25.3,0.78,9.1,29.1,38.2,22.3,9.2,4.1,14.6,22.9,108.1
2010,8,DEN,Denver Nuggets,82,19780,40.0,85.5,0.47,7.0,19.4,0.36,33.0,66.1,0.5,24.8,32.1,0.77,11.4,32.1,43.5,22.0,8.7,5.3,14.5,23.6,111.8
2010,29,UTA,Utah Jazz,82,19755,41.8,85.1,0.49,5.7,15.6,0.36,36.1,69.5,0.52,21.4,28.9,0.74,11.3,33.5,44.8,28.3,8.7,5.2,16.1,24.1,110.7
2010,28,TOR,Toronto Raptors,82,19780,41.7,86.5,0.48,6.8,18.2,0.37,35.0,68.2,0.51,21.1,27.6,0.76,10.5,32.7,43.2,23.5,6.1,5.0,14.3,23.7,111.3
2010,22,ORL,Orlando Magic,82,19730,39.7,84.5,0.47,11.1,29.6,0.38,28.6,54.9,0.52,20.8,28.8,0.72,10.7,36.2,46.9,21.3,6.8,6.0,15.3,21.5,111.4
2010,15,MEM,Memphis Grizzlies,82,19905,41.5,88.6,0.47,4.4,13.1,0.34,37.1,75.5,0.49,20.8,28.4,0.73,13.8,32.2,46.0,19.9,8.3,5.1,16.1,21.3,108.3
2010,11,HOU,Houston Rockets,82,19905,39.7,88.8,0.45,8.3,23.6,0.35,31.4,65.2,0.48,20.0,25.9,0.77,12.4,31.7,44.1,22.9,7.5,4.1,15.2,21.9,107.6
2010,20,NYK,New York Knicks,82,19880,40.2,88.3,0.46,9.5,27.6,0.35,30.6,60.8,0.5,17.7,22.6,0.78,10.7,31.8,42.6,22.8,7.5,3.9,14.7,21.0,107.6
2010,6,CLE,Cleveland Cavaliers,82,19780,41.2,84.9,0.48,8.0,21.0,0.38,33.2,63.9,0.52,20.8,29.0,0.72,10.5,35.8,46.3,24.4,7.5,5.6,15.1,21.1,111.2
2010,7,DAL,Dallas Mavericks,82,19880,41.0,88.2,0.46,7.3,19.6,0.37,33.7,68.7,0.49,19.9,24.4,0.82,10.9,33.8,44.6,25.0,8.1,5.9,13.8,20.4,109.2
2010,14,LAL,Los Angeles Lakers,82,19830,41.0,89.7,0.46,6.9,20.4,0.34,34.1,69.3,0.49,19.8,25.9,0.76,12.7,34.7,47.4,22.6,8.0,5.2,14.3,20.8,108.8
2010,1,ATL,Atlanta Hawks,82,19855,42.7,91.2,0.47,7.0,19.5,0.36,35.6,71.7,0.5,19.5,25.7,0.76,13.0,32.9,45.9,24.0,7.9,5.5,13.1,21.9,111.9
2010,21,OKC,Oklahoma City Thunder,82,19805,39.9,86.3,0.46,5.4,16.0,0.34,34.4,70.3,0.49,23.1,28.8,0.8,12.5,33.9,46.4,21.3,8.5,6.3,16.0,22.7,108.3
2010,27,SAS,San Antonio Spurs,82,19780,41.7,88.1,0.47,7.3,20.5,0.36,34.4,67.7,0.51,19.3,26.1,0.74,11.7,34.7,46.4,24.2,6.8,5.0,14.8,22.1,110.0
2010,12,IND,Indiana Pacers,82,19705,37.9,85.6,0.44,8.3,23.8,0.35,29.6,61.8,0.48,19.6,25.3,0.78,9.9,32.9,42.7,21.7,7.3,5.5,15.5,23.2,103.7
2010,19,NOH,New Orleans Hornets,82,19830,41.5,89.4,0.46,7.5,20.5,0.36,34.1,68.9,0.5,16.9,21.7,0.78,11.1,32.0,43.1,23.9,8.2,3.9,14.4,21.0,107.4
2010,26,SAC,Sacramento Kings,82,19880,40.4,88.6,0.46,6.2,17.8,0.35,34.2,70.8,0.48,18.4,25.3,0.73,12.5,32.3,44.9,21.6,7.2,4.7,15.7,23.5,105.3
2010,2,BOS,Boston Celtics,82,19780,40.2,83.3,0.48,6.6,19.0,0.35,33.6,64.4,0.52,20.6,27.7,0.75,9.5,32.4,41.9,25.6,9.3,5.3,16.1,24.0,107.7
2010,18,MIN,Minnesota Timberwolves,82,19780,39.2,87.4,0.45,5.1,14.9,0.34,34.1,72.5,0.47,18.1,24.3,0.75,12.1,32.3,44.4,20.5,7.5,3.9,16.8,21.5,101.7
2010,25,POR,Portland Trail Blazers,82,19855,41.0,88.9,0.46,6.8,19.1,0.35,34.2,69.8,0.49,22.1,28.0,0.79,12.6,32.8,45.4,23.1,7.2,4.8,13.9,23.6,110.8
2010,23,PHI,Philadelphia 76Ers,82,19805,40.9,88.7,0.46,6.3,18.3,0.34,34.6,70.5,0.49,18.1,23.9,0.76,12.5,32.0,44.5,22.8,8.8,5.8,15.8,22.2,106.1
2010,17,MIL,Milwaukee Bucks,82,19980,40.0,91.7,0.44,8.5,23.8,0.36,31.5,67.9,0.46,16.6,21.9,0.76,12.6,33.5,46.2,22.8,7.6,5.0,14.2,23.9,104.9
2010,5,CHI,Chicago Bulls,82,19905,39.9,88.4,0.45,4.6,13.8,0.33,35.3,74.6,0.47,19.2,25.4,0.75,12.1,35.2,47.3,22.1,6.9,6.2,15.2,21.3,103.5
2010,16,MIA,Miami Heat,82,19880,40.2,87.8,0.46,6.7,19.2,0.35,33.5,68.6,0.49,19.6,26.0,0.75,11.8,34.4,46.2,20.9,8.2,6.2,14.5,23.0,106.6
2010,30,WAS,Washington Wizards,82,19830,39.7,88.5,0.45,5.7,16.2,0.35,34.0,72.3,0.47,19.1,25.0,0.76,12.8,32.5,45.2,20.6,6.5,5.6,16.1,23.1,104.2
2010,13,LAC,Los Angeles Clippers,82,19705,39.5,86.8,0.46,6.4,19.2,0.33,33.1,67.7,0.49,17.9,24.6,0.73,12.2,32.9,45.1,23.8,7.0,6.1,16.9,20.8,103.3
2010,4,CHA,Charlotte Bobcats,82,19880,38.2,84.3,0.45,6.1,17.8,0.35,32.0,66.5,0.48,21.9,29.1,0.75,11.5,33.3,44.7,22.2,8.4,6.0,17.2,21.3,104.4
2010,9,DET,Detroit Pistons,82,19780,40.3,90.5,0.44,5.1,16.3,0.31,35.2,74.2,0.47,19.9,27.4,0.73,14.4,30.7,45.2,21.8,8.2,4.3,15.1,25.0,105.6
2010,3,NJN,New Jersey Nets,82,19780,37.4,87.0,0.43,5.0,15.7,0.32,32.4,71.3,0.45,20.9,26.8,0.78,11.9,31.3,43.2,20.5,7.6,5.2,15.7,21.8,100.6
