Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018,10,GSW,Golden State Warriors,82,19730,42.9,85.3,0.5,11.3,28.9,0.39,31.5,56.3,0.56,16.6,20.4,0.82,8.4,35.1,43.6,29.3,8.0,7.5,15.5,19.6,113.6
2018,11,HOU,Houston Rockets,82,19755,39.5,86.0,0.46,15.6,43.2,0.36,23.9,42.8,0.56,20.0,25.7,0.78,9.2,35.2,44.4,22.0,8.7,4.9,14.1,19.9,114.7
2018,19,NOP,New Orleans Pelicans,82,19955,41.9,86.6,0.48,10.0,27.7,0.36,31.9,59.0,0.54,15.8,20.5,0.77,8.5,35.0,43.5,26.3,7.9,5.8,14.6,18.8,109.6
2018,28,TOR,Toronto Raptors,82,19830,42.0,89.1,0.47,12.0,33.6,0.36,30.0,55.5,0.54,17.7,22.2,0.79,9.9,34.9,44.8,24.8,7.8,6.2,13.6,22.2,113.8
2018,6,CLE,Cleveland Cavaliers,82,19730,41.1,86.3,0.48,12.2,32.7,0.37,28.9,53.6,0.54,18.5,23.7,0.78,8.6,34.3,42.9,23.8,7.2,3.9,14.0,18.9,112.9
2018,8,DEN,Denver Nuggets,82,19880,41.6,88.5,0.47,11.7,31.6,0.37,29.9,56.9,0.52,17.5,22.8,0.77,11.2,34.3,45.5,25.7,7.8,5.0,15.3,19.1,112.5
2018,23,PHI,Philadelphia 76Ers,82,19780,40.7,86.3,0.47,11.0,29.7,0.37,29.8,56.6,0.53,17.1,22.7,0.75,10.9,36.4,47.3,27.0,8.3,5.1,16.4,22.0,109.5
2018,18,MIN,Minnesota Timberwolves,82,19805,42.5,89.2,0.48,8.3,23.3,0.36,34.2,65.9,0.52,20.1,25.0,0.8,10.7,32.7,43.4,23.5,8.7,4.4,12.9,18.9,113.4
2018,13,LAC,Los Angeles Clippers,82,19705,40.7,86.4,0.47,9.6,27.1,0.35,31.2,59.3,0.52,19.2,25.8,0.74,10.3,34.1,44.4,22.6,7.7,4.6,14.9,20.2,110.3
2018,4,CHO,Charlotte Hornets,82,19780,39.4,87.6,0.45,10.2,27.5,0.37,29.3,60.1,0.49,20.4,27.3,0.75,10.2,35.8,46.0,21.8,6.9,4.6,12.8,17.4,109.4
