SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,10,GSW,Golden State Warriors,82,19730,42.2,88.3,0.48,10.9,27.4,0.4,31.3,60.9,0.51,16.3,21.2,0.77,10.6,34.8,45.4,27.8,9.4,6.1,14.7,20.2,111.6
2015,13,LAC,Los Angeles Clippers,82,19730,41.5,87.7,0.47,10.6,28.3,0.38,30.8,59.4,0.52,18.9,26.5,0.71,10.1,34.8,44.9,26.1,8.2,5.3,13.0,22.5,112.4
2015,7,DAL,Dallas Mavericks,82,19880,41.3,89.3,0.46,9.3,26.4,0.35,32.0,62.8,0.51,17.6,23.4,0.75,10.9,33.1,44.0,23.4,8.4,4.7,13.5,20.9,109.5
2015,28,TOR,Toronto Raptors,82,19855,40.5,88.9,0.46,9.5,26.8,0.35,31.0,62.1,0.5,20.6,26.2,0.79,11.5,32.9,44.4,22.1,8.0,4.6,13.8,22.3,111.0
2015,21,OKC,Oklahoma City Thunder,82,19830,40.3,90.0,0.45,8.0,23.6,0.34,32.3,66.4,0.49,19.3,25.5,0.75,13.3,36.0,49.3,21.3,7.6,5.7,15.2,23.1,107.8
2015,11,HOU,Houston Rockets,82,19805,38.1,85.8,0.44,11.7,33.6,0.35,26.3,52.1,0.51,19.1,26.8,0.72,12.0,32.9,45.0,22.8,9.8,5.1,17.1,22.6,107.0
2015,27,SAS,San Antonio Spurs,82,19955,41.1,87.9,0.47,8.7,23.7,0.37,32.5,64.2,0.5,17.5,22.5,0.78,10.3,35.6,45.9,25.7,8.4,5.7,14.7,20.1,108.5
2015,6,CLE,Cleveland Cavaliers,82,19780,40.6,88.6,0.46,10.9,29.6,0.37,29.7,58.9,0.5,19.1,25.4,0.75,12.0,34.3,46.3,23.8,7.9,4.5,15.4,19.8,111.1
2015,25,POR,Portland Trail Blazers,82,19855,40.7,90.4,0.45,10.4,28.6,0.36,30.4,61.8,0.49,16.3,20.4,0.8,11.3,37.0,48.2,23.1,6.7,4.8,14.3,19.2,108.2
2015,1,ALT,Atlanta Hawks,82,19730,40.4,86.7,0.47,10.6,27.9,0.38,29.8,58.9,0.51,17.5,22.5,0.78,9.3,33.8,43.1,27.3,9.6,4.9,15.1,18.9,108.9
2015,24,PHO,Phoenix Suns,82,19880,39.8,88.3,0.45,8.8,25.7,0.34,31.1,62.6,0.5,16.8,22.2,0.76,11.2,33.1,44.4,20.8,8.8,4.8,15.5,21.9,105.3
2015,8,DEN,Denver Nuggets,82,19880,38.9,89.9,0.43,8.3,25.5,0.32,30.6,64.4,0.48,18.4,25.0,0.73,12.7,33.3,46.0,22.5,8.1,4.6,14.6,23.6,104.5
2015,2,BOS,Boston Celtics,82,19880,40.2,90.8,0.44,8.3,25.5,0.33,31.9,65.4,0.49,15.9,21.1,0.75,11.5,33.8,45.3,25.3,8.5,3.7,14.3,21.9,104.7
