Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1989,23,PHI,Philadelphia 76Ers,Charles Barkley,25,79,3088,27.0,0.65,0.13,0.66,14.5,21.3,17.9,16.0,2.0,1.3,14.0,24.4,13.2,2.9,16.1,0.25,7.3,0.2,7.5,7.4
1989,23,PHI,Philadelphia 76Ers,Mike Gminski,29,82,2739,18.5,0.54,0.0,0.29,8.7,22.9,15.7,7.4,0.8,2.3,8.9,21.9,4.8,2.2,7.0,0.12,1.7,-1.3,0.4,1.6
1989,23,PHI,Philadelphia 76Ers,Ron Anderson,30,82,2618,15.3,0.53,0.01,0.2,7.1,10.3,8.7,7.9,1.3,0.5,9.1,21.9,3.5,0.9,4.4,0.08,0.6,-2.0,-1.3,0.4
1989,23,PHI,Philadelphia 76Ers,Hersey Hawkins,22,79,2577,14.2,0.54,0.17,0.3,2.2,7.6,4.9,13.0,2.3,0.8,12.6,20.3,2.7,1.3,4.0,0.08,0.1,-0.3,-0.2,1.2
1989,23,PHI,Philadelphia 76Ers,Maurice Cheeks,32,71,2298,16.5,0.53,0.02,0.28,1.9,7.1,4.5,32.6,2.2,0.4,12.9,16.2,4.3,1.0,5.3,0.11,2.1,-0.3,1.8,2.2
1989,23,PHI,Philadelphia 76Ers,Scott Brooks,23,82,1372,14.0,0.53,0.41,0.19,1.5,6.2,3.8,28.9,2.4,0.1,13.9,14.1,2.3,0.6,2.9,0.1,1.2,0.0,1.2,1.1
1989,23,PHI,Philadelphia 76Ers,Gerald Henderson,33,65,986,12.1,0.53,0.31,0.36,1.9,5.8,3.9,19.2,2.1,0.2,15.3,20.1,0.8,0.3,1.1,0.06,-1.4,-0.9,-2.3,-0.1
1989,23,PHI,Philadelphia 76Ers,Chris Welp,25,72,843,8.7,0.48,0.0,0.33,7.8,17.9,12.8,4.5,1.3,2.8,14.2,14.6,0.0,0.7,0.7,0.04,-4.8,0.1,-4.7,-0.6
1989,23,PHI,Philadelphia 76Ers,Ben Coleman,27,58,703,11.2,0.54,0.0,0.32,7.8,20.6,14.1,3.4,0.7,1.5,14.9,19.1,0.3,0.5,0.8,0.05,-3.4,-1.6,-4.9,-0.5
1989,23,PHI,Philadelphia 76Ers,Derek Smith,27,36,695,12.0,0.54,0.07,0.42,5.0,8.9,6.9,13.3,1.7,1.3,14.4,18.2,0.6,0.3,0.9,0.06,-1.4,-0.2,-1.6,0.1
1989,23,PHI,Philadelphia 76Ers,Shelton Jones,22,42,577,10.6,0.51,0.01,0.37,4.6,13.9,9.2,7.7,1.4,1.3,15.8,17.8,0.0,0.3,0.3,0.02,-2.4,-1.1,-3.4,-0.2
1989,23,PHI,Philadelphia 76Ers,Bob Thornton,26,54,449,6.4,0.46,0.03,0.54,8.9,14.1,11.5,4.3,0.9,0.9,14.3,14.8,-0.1,0.2,0.1,0.01,-5.0,-1.7,-6.7,-0.5
1989,23,PHI,Philadelphia 76Ers,Cliff Robinson,28,14,416,14.1,0.51,0.0,0.24,5.1,15.2,10.1,11.5,2.0,0.3,14.1,24.0,0.0,0.3,0.3,0.03,-1.5,-1.4,-2.9,-0.1
1989,23,PHI,Philadelphia 76Ers,David Wingate,25,33,372,11.5,0.53,0.05,0.3,3.6,7.6,5.6,26.5,1.2,0.3,21.2,18.4,0.2,0.1,0.2,0.03,-1.6,-1.7,-3.3,-0.1
1989,23,PHI,Philadelphia 76Ers,Pete Myers,25,4,40,11.9,0.51,0.0,0.33,8.3,19.8,14.0,6.8,3.7,0.0,22.5,18.5,0.0,0.0,0.0,0.01,-3.7,0.5,-3.2,0.0
1989,23,PHI,Philadelphia 76Ers,Jim Rowinski,28,3,7,18.8,0.52,0.0,1.0,15.9,32.2,24.0,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.16,4.1,-4.1,0.0,0.0
