Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,24.0,MIL,NBA,C,49.0,30.0,760.0,3.3,6.9,0.483,0.0,0.0,0.0,3.3,6.8,0.486,1.4,2.7,0.518,3.1,6.2,9.3,0.4,1.0,2.5,1.3,5.9,8.0
2004,25.0,MIL,NBA,C,75.0,0.0,1260.0,5.2,10.0,0.524,0.0,0.0,0.0,5.2,9.9,0.526,1.7,3.4,0.492,3.6,6.3,9.9,0.8,1.5,3.0,1.3,5.3,12.1
2005,26.0,MIL,NBA,C,81.0,81.0,1783.0,4.9,9.1,0.539,0.0,0.0,,4.9,9.1,0.539,2.2,4.0,0.538,5.3,8.3,13.6,0.6,0.9,2.1,1.6,4.5,12.0
2006,27.0,MIL,NBA,C,74.0,0.0,885.0,7.0,12.6,0.553,0.0,0.0,0.0,7.0,12.5,0.555,1.7,3.6,0.461,3.7,5.7,9.4,1.0,1.0,1.7,1.4,7.0,15.6
2007,28.0,MIL,NBA,C,54.0,8.0,840.0,4.6,9.8,0.474,0.0,0.0,0.0,4.6,9.7,0.476,1.8,3.9,0.467,4.0,6.5,10.5,1.2,0.9,1.4,2.1,6.0,11.1
2008,29.0,MIL,NBA,C,51.0,4.0,534.0,4.3,10.4,0.416,0.0,0.1,0.0,4.3,10.3,0.418,2.2,4.2,0.524,4.5,5.2,9.7,0.7,1.3,1.6,2.3,5.6,10.9
2009,30.0,MIL,NBA,C,67.0,26.0,941.0,4.5,9.3,0.48,0.0,0.1,0.0,4.5,9.3,0.483,1.4,2.6,0.544,3.6,6.1,9.8,1.5,1.2,1.6,1.6,6.2,10.4
2010,31.0,MIL,NBA,C,32.0,6.0,314.0,4.5,10.2,0.438,0.0,0.0,,4.5,10.2,0.438,1.1,2.9,0.4,4.4,6.2,10.5,1.4,1.0,1.5,1.7,7.2,10.1
2011,32.0,TOT,NBA,"C,PF",42.0,9.0,463.0,4.2,10.0,0.419,0.0,0.1,0.0,4.2,10.0,0.422,0.8,2.1,0.37,5.5,5.0,10.5,1.1,1.0,2.3,2.3,7.1,9.2
2011,32.0,GSW,NBA,C,28.0,4.0,297.0,4.5,10.7,0.42,0.0,0.1,0.0,4.5,10.5,0.425,0.6,1.7,0.357,6.4,4.0,10.4,1.3,1.2,2.2,2.5,7.6,9.6
2011,32.0,NJN,NBA,PF,14.0,5.0,166.0,3.7,8.9,0.415,0.0,0.0,,3.7,8.9,0.415,1.1,2.8,0.385,3.9,6.7,10.6,0.7,0.7,2.4,1.7,6.1,8.5
2012,33.0,NYK,NBA,C,2.0,0.0,13.0,0.0,5.5,0.0,0.0,0.0,,0.0,5.5,0.0,0.0,5.5,0.0,2.8,11.1,13.8,0.0,2.8,2.8,2.8,11.1,0.0
