Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2016,2,2521,BOS,Boston Celtics,Terry Rozier,"March 17, 1994",21.0,NBA,PG,39.0,0.0,311.0,29.0,106.0,0.27,6.0,27.0,0.22,23.0,79.0,0.29,0.3,8.0,10.0,0.8,24.0,39.0,63.0,37.0,6.0,1.0,19.0,23.0,72.0,,0.0
2017,2,2521,BOS,Boston Celtics,Terry Rozier,"March 17, 1994",22.0,NBA,PG,74.0,0.0,1263.0,151.0,411.0,0.37,57.0,179.0,0.32,94.0,232.0,0.4,0.44,51.0,66.0,0.77,40.0,187.0,227.0,131.0,46.0,11.0,47.0,69.0,410.0,,0.0
2018,2,2521,BOS,Boston Celtics,Terry Rozier,"March 17, 1994",23.0,NBA,PG,80.0,16.0,2068.0,316.0,800.0,0.4,153.0,402.0,0.38,163.0,398.0,0.41,0.49,115.0,149.0,0.77,63.0,313.0,376.0,232.0,80.0,19.0,80.0,123.0,900.0,,1.0
2019,2,2521,BOS,Boston Celtics,Terry Rozier,"March 17, 1994",24.0,NBA,PG,79.0,14.0,1791.0,258.0,666.0,0.39,119.0,337.0,0.35,139.0,329.0,0.42,0.48,73.0,93.0,0.78,32.0,275.0,307.0,231.0,68.0,21.0,68.0,101.0,708.0,,0.0
2020,4,2521,CHO,Charlotte Hornets,Terry Rozier,"March 17, 1994",25.0,NBA,PG,63.0,63.0,2164.0,398.0,941.0,0.42,172.0,423.0,0.41,226.0,518.0,0.44,0.51,166.0,190.0,0.87,50.0,226.0,276.0,259.0,61.0,10.0,141.0,126.0,1134.0,,0.0
2021,4,2521,CHO,Charlotte Hornets,Terry Rozier,"March 17, 1994",26.0,NBA,SG,22.0,22.0,725.0,149.0,316.0,0.47,71.0,164.0,0.43,78.0,152.0,0.51,0.58,43.0,58.0,0.74,12.0,74.0,86.0,65.0,29.0,10.0,36.0,43.0,412.0,,0.0
