Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,1,912,ATL,Atlanta Hawks,Duane Ferrell,1965-02-28,23.0,NBA,SF,41.0,0.0,5.6,0.9,2.0,0.42,0.0,0.0,,0.9,2.0,0.42,0.42,0.7,1.1,0.68,0.5,0.5,1.0,0.2,0.2,0.1,0.3,0.8,2.4
1990,1,912,ATL,Atlanta Hawks,Duane Ferrell,1965-02-28,24.0,NBA,SF,14.0,0.0,2.1,0.4,1.0,0.36,0.0,0.1,0.0,0.4,0.9,0.38,0.36,0.1,0.4,0.33,0.2,0.3,0.5,0.1,0.1,0.0,0.1,0.2,0.9
1991,1,912,ATL,Atlanta Hawks,Duane Ferrell,1965-02-28,25.0,NBA,SF,78.0,2.0,14.9,2.2,4.6,0.49,0.0,0.0,0.67,2.2,4.5,0.49,0.49,1.6,2.0,0.8,1.2,1.1,2.3,0.7,0.4,0.3,1.0,1.9,6.1
1992,1,912,ATL,Atlanta Hawks,Duane Ferrell,1965-02-28,26.0,NBA,SF,66.0,12.0,24.2,5.0,9.6,0.52,0.2,0.5,0.33,4.8,9.1,0.53,0.53,2.5,3.3,0.76,1.6,1.6,3.2,1.4,0.7,0.3,1.5,2.0,12.7
1993,1,912,ATL,Atlanta Hawks,Duane Ferrell,1965-02-28,27.0,NBA,SF,82.0,15.0,21.2,4.0,8.5,0.47,0.1,0.4,0.25,3.9,8.0,0.48,0.48,2.1,2.8,0.78,1.2,1.1,2.3,1.6,0.7,0.2,1.3,2.0,10.2
1994,1,912,ATL,Atlanta Hawks,Duane Ferrell,1965-02-28,28.0,NBA,SF,72.0,13.0,16.0,2.6,5.3,0.48,0.0,0.1,0.11,2.5,5.1,0.5,0.49,2.0,2.6,0.78,0.9,0.9,1.8,0.9,0.6,0.2,0.9,1.2,7.1
1995,12,912,IND,Indiana Pacers,Duane Ferrell,1965-02-28,29.0,NBA,SF,56.0,1.0,10.8,1.5,3.1,0.48,0.0,0.1,0.17,1.5,3.0,0.49,0.48,1.1,1.5,0.75,0.9,0.7,1.6,0.6,0.5,0.1,0.8,1.4,4.1
1996,12,912,IND,Indiana Pacers,Duane Ferrell,1965-02-28,30.0,NBA,SF,54.0,6.0,10.9,1.5,3.1,0.48,0.0,0.1,0.0,1.5,2.9,0.51,0.48,0.8,1.1,0.74,0.6,1.1,1.7,0.6,0.4,0.1,0.6,1.5,3.7
1997,12,912,IND,Indiana Pacers,Duane Ferrell,1965-02-28,31.0,NBA,SF,62.0,18.0,18.0,2.6,5.4,0.47,0.3,0.7,0.41,2.3,4.7,0.48,0.5,0.9,1.5,0.62,0.9,1.4,2.3,1.1,0.6,0.1,0.9,1.9,6.4
1998,10,912,GSW,Golden State Warriors,Duane Ferrell,1965-02-28,32.0,NBA,SF,50.0,5.0,9.2,0.8,2.2,0.37,0.0,0.1,0.0,0.8,2.1,0.39,0.37,0.2,0.4,0.55,0.5,0.4,0.9,0.5,0.4,0.1,0.4,1.0,1.9
1999,10,912,GSW,Golden State Warriors,Duane Ferrell,1965-02-28,33.0,NBA,SF,8.0,0.0,5.8,0.1,1.8,0.07,0.0,0.0,,0.1,1.8,0.07,0.07,0.4,0.5,0.75,0.6,0.1,0.8,0.0,0.1,0.1,0.1,0.5,0.6
