Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2006,16,MIA,Miami Heat,Dwyane Wade,24,23,23,959,12.1,24.5,0.5,0.8,2.1,0.38,11.4,22.4,0.51,11.2,13.9,0.81,1.6,5.9,7.5,7.3,2.8,1.4,5.0,3.9,36.3,,115.0,100
2006,16,MIA,Miami Heat,Antoine Walker,29,23,23,862,7.0,17.5,0.4,3.0,9.1,0.32,4.1,8.3,0.49,1.9,3.3,0.57,1.0,7.0,8.0,3.5,1.4,0.5,2.9,4.3,18.9,,97.0,103
2006,16,MIA,Miami Heat,Shaquille O'Neal,33,23,23,759,12.5,20.4,0.61,0.0,0.0,,12.5,20.4,0.61,4.8,12.8,0.37,5.3,10.5,15.8,2.7,0.8,2.4,6.0,5.9,29.7,,100.0,100
2006,16,MIA,Miami Heat,Jason Williams,30,23,23,686,5.8,14.3,0.4,2.0,7.4,0.27,3.8,7.0,0.54,2.9,3.5,0.84,0.2,3.3,3.6,7.0,1.2,0.0,2.8,3.3,16.6,,106.0,106
2006,16,MIA,Miami Heat,Udonis Haslem,25,22,22,650,6.1,12.3,0.49,0.0,0.1,0.0,6.1,12.2,0.5,3.4,4.9,0.68,4.0,9.2,13.3,1.4,1.1,0.6,2.5,6.5,15.5,,106.0,102
2006,16,MIA,Miami Heat,James Posey,29,22,1,607,4.3,10.0,0.43,3.1,7.3,0.42,1.2,2.7,0.45,2.4,3.2,0.73,1.3,9.6,11.0,1.8,1.5,0.2,1.0,6.1,14.0,,124.0,101
2006,16,MIA,Miami Heat,Gary Payton,37,23,0,560,4.7,11.0,0.42,1.6,5.5,0.29,3.0,5.5,0.55,1.7,2.4,0.72,0.6,3.2,3.8,3.4,2.2,0.3,1.7,5.2,12.6,,105.0,104
2006,16,MIA,Miami Heat,Alonzo Mourning,35,21,0,226,6.1,8.7,0.7,0.0,0.0,,6.1,8.7,0.7,6.6,9.9,0.67,4.0,10.4,14.4,0.7,1.2,5.6,4.0,11.5,18.8,,117.0,95
2006,16,MIA,Miami Heat,Shandon Anderson,32,13,0,90,2.4,7.7,0.31,0.6,1.8,0.33,1.8,5.9,0.3,2.4,3.5,0.67,1.8,5.3,7.1,2.4,0.0,0.6,3.5,4.7,7.7,,77.0,107
2006,16,MIA,Miami Heat,Michael Doleac,28,8,0,72,5.2,9.6,0.54,0.0,0.0,,5.2,9.6,0.54,1.5,1.5,1.0,4.4,11.8,16.2,0.0,0.7,0.0,2.2,8.9,11.8,,109.0,102
2006,16,MIA,Miami Heat,Derek Anderson,31,8,0,66,4.8,16.1,0.3,4.0,11.3,0.36,0.8,4.8,0.17,5.6,6.4,0.88,0.0,7.3,7.3,4.0,1.6,0.0,2.4,10.5,19.3,,104.0,103
2006,16,MIA,Miami Heat,Wayne Simien,22,2,0,7,0.0,22.8,0.0,0.0,0.0,,0.0,22.8,0.0,0.0,0.0,,7.6,0.0,7.6,0.0,0.0,0.0,7.6,7.6,0.0,,20.0,111
2006,16,MIA,Miami Heat,Jason Kapono,24,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,111
