Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,21,1486,SEA,Seattle Supersonics,26.0,NBA,C,45.0,3.0,280.0,5.7,13.6,0.42,0.0,0.0,,5.7,13.6,0.42,3.7,5.9,0.63,6.2,9.0,15.2,0.9,1.3,2.8,3.1,5.8,15.0
1995,21,1486,SEA,Seattle Supersonics,27.0,NBA,C,64.0,30.0,907.0,3.4,7.6,0.44,0.0,0.0,0.0,3.4,7.6,0.44,1.2,1.8,0.63,4.0,7.5,11.5,0.6,0.7,2.7,2.1,6.5,7.9
1996,21,1486,SEA,Seattle Supersonics,28.0,NBA,C,81.0,60.0,1519.0,4.3,8.3,0.51,0.0,0.1,0.33,4.2,8.3,0.51,2.0,3.0,0.67,3.1,7.2,10.3,1.1,0.9,3.1,2.3,5.8,10.6
1997,8,1486,DEN,Denver Nuggets,29.0,NBA,C,82.0,82.0,2599.0,3.4,6.5,0.52,0.0,0.0,0.0,3.4,6.4,0.52,1.3,2.2,0.62,3.2,9.4,12.6,1.0,0.9,3.1,1.6,4.0,8.1
1998,17,1486,MIL,Milwaukee Bucks,30.0,NBA,C,81.0,81.0,2261.0,4.0,7.5,0.54,0.0,0.0,,4.0,7.5,0.54,2.3,3.8,0.6,3.9,7.1,10.9,0.9,1.3,2.5,1.9,5.1,10.3
1999,17,1486,MIL,Milwaukee Bucks,31.0,NBA,C,50.0,7.0,1027.0,3.4,6.6,0.51,0.0,0.0,,3.4,6.6,0.51,2.2,3.7,0.61,4.2,7.0,11.2,0.7,1.0,2.0,1.6,5.3,9.0
2001,17,1486,MIL,Milwaukee Bucks,33.0,NBA,C,82.0,19.0,1981.0,2.0,3.6,0.55,0.0,0.0,,2.0,3.6,0.55,0.9,1.7,0.54,3.7,7.4,11.1,0.7,0.8,1.8,0.9,4.7,4.8
2002,17,1486,MIL,Milwaukee Bucks,34.0,NBA,C,81.0,9.0,1660.0,1.9,4.2,0.46,0.0,0.0,0.0,1.9,4.2,0.46,0.7,1.4,0.46,3.1,7.0,10.1,0.6,0.8,1.8,1.1,4.7,4.5
2003,17,1486,MIL,Milwaukee Bucks,35.0,NBA,C,69.0,17.0,1170.0,1.9,4.2,0.45,0.0,0.0,,1.9,4.2,0.45,0.9,1.4,0.68,3.6,5.4,9.0,0.7,1.0,1.9,1.0,5.5,4.7
2004,18,1486,MIN,Minnesota Timberwolves,36.0,NBA,C,66.0,47.0,965.0,2.1,3.8,0.53,0.0,0.0,0.0,2.1,3.8,0.54,0.6,1.0,0.61,2.3,6.4,8.7,0.9,1.0,1.6,1.1,5.8,4.7
2005,18,1486,MIN,Minnesota Timberwolves,37.0,NBA,C,46.0,23.0,410.0,2.5,4.7,0.52,0.1,0.1,1.0,2.4,4.7,0.51,1.4,2.2,0.64,3.8,6.1,9.9,0.5,0.6,1.1,1.6,7.6,6.4
2006,17,1486,MIL,Milwaukee Bucks,38.0,NBA,C,18.0,0.0,81.0,3.1,7.6,0.41,0.0,0.0,,3.1,7.6,0.41,0.4,0.9,0.5,2.2,8.4,10.7,0.9,0.4,0.9,2.2,10.2,6.7
