Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2006,15,2462,MEM,Memphis Grizzlies,23.0,NBA,C,33,0,181,6.1,13.5,0.46,0.0,0.6,0.0,6.1,12.9,0.48,3.4,7.1,0.48,8.0,7.1,15.1,1.5,2.5,0.6,1.5,9.2,15.7,,110,100
2007,15,2462,MEM,Memphis Grizzlies,24.0,NBA,PF,54,18,969,5.0,11.0,0.45,0.0,0.1,0.0,5.0,10.9,0.46,5.0,6.9,0.72,5.3,8.5,13.8,1.6,1.9,0.7,1.9,7.0,15.0,,114,110
