Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2013,22,ORL,Orlando Magic,Nikola Vucevic,22,77,77,2559,9.4,18.1,0.52,0.0,0.1,0.0,9.4,18.0,0.52,1.8,2.6,0.68,5.6,13.1,18.7,2.9,1.2,1.6,2.9,4.4,20.5,,106,105
2013,22,ORL,Orlando Magic,Arron Afflalo,27,64,64,2307,9.0,20.4,0.44,1.6,5.4,0.3,7.3,15.0,0.49,4.3,5.0,0.86,0.7,4.7,5.4,4.7,0.9,0.2,3.1,3.1,23.9,,102,112
2013,22,ORL,Orlando Magic,Jameer Nelson,30,56,56,1977,8.1,20.5,0.39,3.2,9.4,0.34,4.9,11.2,0.44,2.3,2.7,0.87,0.6,4.9,5.5,10.9,1.9,0.2,4.1,4.2,21.7,,101,110
2013,22,ORL,Orlando Magic,Maurice Harkless,19,76,59,1974,6.9,14.9,0.46,0.8,3.1,0.27,6.0,11.8,0.51,1.9,3.4,0.57,3.2,5.6,8.8,1.3,2.3,1.6,1.8,3.8,16.5,,101,107
2013,22,ORL,Orlando Magic,E'Twaun Moore,23,75,21,1682,7.3,18.5,0.4,2.1,6.1,0.34,5.3,12.4,0.42,1.5,1.8,0.8,1.5,3.7,5.2,6.4,1.6,0.7,3.3,3.8,18.2,,95,111
2013,22,ORL,Orlando Magic,J.J. Redick,28,50,11,1575,8.7,19.2,0.45,3.9,9.9,0.39,4.8,9.3,0.51,3.8,4.3,0.89,0.3,3.6,3.9,7.3,1.0,0.2,3.5,2.3,25.0,,112,113
2013,22,ORL,Orlando Magic,Andrew Nicholson,23,75,28,1249,10.7,20.3,0.53,0.0,0.0,,10.7,20.3,0.53,3.1,3.9,0.8,2.9,7.9,10.8,1.8,1.0,1.3,3.3,5.5,24.5,,103,109
2013,22,ORL,Orlando Magic,Glen Davis,27,34,33,1064,10.5,23.4,0.45,0.0,0.1,0.0,10.5,23.3,0.45,4.1,5.7,0.72,2.7,9.3,12.0,3.4,1.6,1.0,3.1,4.3,25.1,,97,107
2013,22,ORL,Orlando Magic,Tobias Harris,20,27,20,974,9.6,21.2,0.45,1.4,4.7,0.31,8.2,16.6,0.49,4.3,5.9,0.72,3.0,9.3,12.3,3.0,1.3,2.0,2.6,4.8,25.0,,105,107
2013,22,ORL,Orlando Magic,DeQuan Jones,22,63,17,803,6.2,14.1,0.44,0.6,2.3,0.26,5.6,11.9,0.47,2.2,3.3,0.67,1.1,5.7,6.8,1.0,1.2,1.4,1.9,3.6,15.1,,93,110
2013,22,ORL,Orlando Magic,Beno Udrih,30,27,9,738,6.8,16.8,0.41,1.5,3.7,0.4,5.4,13.1,0.41,4.2,4.9,0.86,1.2,3.2,4.4,11.6,1.8,0.1,3.9,3.6,19.4,,106,112
2013,22,ORL,Orlando Magic,Josh McRoberts,25,41,3,685,4.6,11.6,0.39,1.3,4.2,0.31,3.3,7.5,0.44,1.7,2.3,0.73,3.1,7.3,10.4,5.3,0.8,0.9,2.1,4.9,12.1,,104,110
2013,22,ORL,Orlando Magic,Kyle O'Quinn,22,57,5,638,8.2,16.1,0.51,0.0,0.1,0.0,8.2,16.0,0.52,2.4,3.7,0.67,5.3,11.8,17.1,4.2,0.9,2.1,3.0,8.7,18.9,,107,106
2013,22,ORL,Orlando Magic,Gustavo Ayon,27,43,3,571,6.1,11.4,0.54,0.0,0.0,,6.1,11.4,0.54,1.7,3.5,0.5,3.6,9.1,12.8,5.4,1.2,1.2,3.5,7.6,14.0,,102,108
2013,22,ORL,Orlando Magic,Ish Smith,24,36,3,378,5.4,16.0,0.34,0.6,2.3,0.24,4.8,13.6,0.35,0.4,1.0,0.43,1.5,4.8,6.3,7.9,1.8,0.8,3.7,1.9,11.7,,79,110
2013,22,ORL,Orlando Magic,Doron Lamb,21,24,0,297,4.7,11.9,0.4,1.8,3.7,0.48,3.0,8.2,0.36,2.1,3.3,0.63,0.9,4.2,5.1,2.1,1.1,0.0,1.8,4.4,13.3,,98,113
2013,22,ORL,Orlando Magic,Hedo Turkoglu,33,11,1,189,3.9,14.6,0.26,0.3,6.6,0.04,3.6,8.0,0.45,0.8,1.7,0.5,1.1,6.1,7.2,6.3,1.9,0.3,3.3,3.0,8.8,,68,109
2013,22,ORL,Orlando Magic,Al Harrington,32,10,0,119,8.8,24.9,0.35,3.5,13.1,0.27,5.3,11.8,0.44,1.3,1.8,0.75,2.6,9.2,11.8,4.4,1.8,0.4,3.1,7.9,22.3,,90,107
