Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
2010,SAC,Tyreke Evans,1,491.0,615,0.798,ROY
2010,GSW,Stephen Curry,2,391.0,615,0.636,ROY
2010,MIL,Brandon Jennings,3,204.0,615,0.332,ROY
2010,NOH,Darren Collison,4,17.0,615,0.028,ROY
2010,MIN,Jonny Flynn,5T,2.0,615,0.003,ROY
2010,CHI,Taj Gibson,5T,2.0,615,0.003,ROY
