Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,15,1532,MEM,Memphis Grizzlies,Dahntay Jones,"December 27, 1980",23.0,NBA,SG,20.0,0.0,154.0,3.5,12.4,0.28,0.2,0.9,0.25,3.3,11.5,0.29,1.2,2.6,0.46,1.6,3.7,5.4,2.8,1.2,1.4,2.8,5.4,8.4
2005,15,1532,MEM,Memphis Grizzlies,Dahntay Jones,"December 27, 1980",24.0,NBA,SG,52.0,7.0,649.0,4.6,10.5,0.44,1.3,3.3,0.38,3.3,7.2,0.46,2.4,3.6,0.69,0.6,3.2,3.8,1.2,0.7,0.6,1.6,4.5,12.9
2006,15,1532,MEM,Memphis Grizzlies,Dahntay Jones,"December 27, 1980",25.0,NBA,SF,71.0,4.0,967.0,4.1,9.8,0.41,0.1,0.8,0.14,3.9,9.0,0.44,2.2,3.5,0.64,0.7,3.1,3.9,1.5,1.4,0.6,1.9,4.0,10.5
2007,15,1532,MEM,Memphis Grizzlies,Dahntay Jones,"December 27, 1980",26.0,NBA,SG,78.0,25.0,1671.0,4.7,9.9,0.48,0.1,0.3,0.42,4.6,9.7,0.48,3.0,3.7,0.79,1.0,2.3,3.3,1.5,0.8,0.5,2.0,4.1,12.6
2008,26,1532,SAC,Sacramento Kings,Dahntay Jones,"December 27, 1980",27.0,NBA,SG,25.0,0.0,206.0,4.0,9.3,0.43,0.2,1.0,0.17,3.8,8.2,0.47,5.9,8.9,0.67,1.2,4.9,6.1,2.1,1.4,1.0,1.7,4.9,14.2
2009,8,1532,DEN,Denver Nuggets,Dahntay Jones,"December 27, 1980",28.0,NBA,SG,79.0,71.0,1426.0,3.9,8.5,0.46,0.3,0.4,0.65,3.6,8.1,0.45,2.8,3.8,0.73,1.5,2.8,4.2,2.0,1.2,0.5,1.7,5.0,10.8
2010,12,1532,IND,Indiana Pacers,Dahntay Jones,"December 27, 1980",29.0,NBA,SF,76.0,26.0,1892.0,5.5,11.9,0.46,0.1,0.6,0.12,5.4,11.2,0.48,3.8,4.9,0.77,0.9,3.4,4.4,2.9,0.8,0.7,2.5,4.5,14.8
2011,12,1532,IND,Indiana Pacers,Dahntay Jones,"December 27, 1980",30.0,NBA,SG,45.0,2.0,589.0,6.1,13.1,0.47,0.9,2.4,0.36,5.3,10.7,0.49,4.2,5.5,0.77,0.2,3.7,4.0,2.0,1.2,0.4,1.9,4.3,17.3
2012,12,1532,IND,Indiana Pacers,Dahntay Jones,"December 27, 1980",31.0,NBA,SF,65.0,3.0,1052.0,3.9,9.6,0.41,1.1,2.6,0.43,2.8,7.0,0.4,2.8,3.4,0.84,0.8,3.2,4.0,2.2,0.8,0.4,1.6,4.1,11.8
2013,31,1532,TOT,Total After Trade,Dahntay Jones,"December 27, 1980",32.0,NBA,SF,78.0,19.0,1016.0,2.9,7.9,0.37,0.4,1.7,0.22,2.5,6.1,0.41,3.1,4.0,0.77,0.9,2.7,3.6,1.7,0.8,0.2,1.3,4.2,9.3
2013,7,1532,DAL,Dallas Mavericks,Dahntay Jones,"December 27, 1980",32.0,NBA,SF,50.0,15.0,635.0,2.8,7.9,0.36,0.5,2.1,0.22,2.4,5.8,0.41,3.7,4.6,0.8,0.7,3.2,4.0,1.6,0.6,0.3,1.2,4.1,9.9
2013,1,1532,ATL,Atlanta Hawks,Dahntay Jones,"December 27, 1980",32.0,NBA,SF,28.0,4.0,381.0,3.0,7.7,0.39,0.3,1.1,0.25,2.7,6.6,0.41,2.0,2.9,0.68,1.0,1.9,2.9,1.9,1.1,0.1,1.5,4.3,8.3
2015,13,1532,LAC,Los Angeles Clippers,Dahntay Jones,"December 27, 1980",34.0,NBA,SF,33.0,0.0,123.0,1.8,6.1,0.29,0.0,1.2,0.0,1.8,5.0,0.35,2.6,3.2,0.82,0.3,2.9,3.2,0.6,0.9,0.0,0.3,6.7,6.1
2016,6,1532,CLE,Cleveland Cavaliers,Dahntay Jones,"December 27, 1980",35.0,NBA,SF,1.0,0.0,42.0,5.1,12.0,0.43,0.9,1.7,0.5,4.3,10.3,0.42,0.0,0.0,,0.9,3.4,4.3,1.7,0.9,1.7,0.0,5.1,11.1
2017,6,1532,CLE,Cleveland Cavaliers,Dahntay Jones,"December 27, 1980",36.0,NBA,SF,1.0,0.0,12.0,9.0,24.0,0.38,0.0,6.0,0.0,9.0,18.0,0.5,9.0,12.0,0.75,3.0,3.0,6.0,3.0,0.0,0.0,3.0,3.0,27.0
