Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1981,6,1678,CLE,Cleveland Cavaliers,23.0,NBA,C,81.0,,2460.0,6.5,13.0,0.5,0.0,0.0,,6.5,13.0,0.5,2.3,3.0,0.76,5.1,8.3,13.4,4.2,1.1,1.5,2.6,6.4,15.3,,112.0,107.0
1982,31,1678,TOT,Total After Trade,24.0,NBA,C,80.0,34.0,1829.0,6.8,13.8,0.49,0.1,0.3,0.31,6.7,13.5,0.5,4.7,6.0,0.79,6.0,9.9,15.9,2.6,1.0,1.6,3.1,7.6,18.5,,113.0,107.0
1982,6,1678,CLE,Cleveland Cavaliers,24.0,NBA,C,50.0,4.0,894.0,6.4,13.7,0.47,0.2,0.3,0.5,6.3,13.4,0.47,5.0,6.5,0.78,6.7,8.3,15.0,2.4,1.2,1.6,3.3,9.2,18.1,,110.0,110.0
1982,9,1678,DET,Detroit Pistons,24.0,NBA,C,30.0,30.0,935.0,7.2,13.9,0.52,0.0,0.3,0.14,7.1,13.6,0.52,4.5,5.5,0.81,5.4,11.3,16.7,2.7,0.8,1.7,3.0,6.2,18.9,,116.0,104.0
1983,9,1678,DET,Detroit Pistons,25.0,NBA,C,82.0,82.0,2871.0,6.9,13.9,0.5,0.0,0.2,0.15,6.9,13.6,0.5,3.9,4.9,0.79,4.5,11.2,15.7,4.2,0.8,1.9,2.8,5.1,17.7,,113.0,103.0
1984,9,1678,DET,Detroit Pistons,26.0,NBA,C,82.0,82.0,2864.0,8.9,16.9,0.53,0.0,0.2,0.0,8.9,16.7,0.54,5.1,5.9,0.87,5.3,10.9,16.2,2.4,0.8,1.4,2.4,4.4,23.0,,122.0,106.0
1985,9,1678,DET,Detroit Pistons,27.0,NBA,C,82.0,82.0,2892.0,9.4,18.6,0.51,0.1,0.3,0.22,9.3,18.3,0.51,3.9,4.8,0.8,4.7,11.3,16.0,2.4,1.1,1.1,2.0,4.9,22.7,,117.0,105.0
1986,9,1678,DET,Detroit Pistons,28.0,NBA,C,82.0,82.0,2891.0,8.7,17.6,0.49,0.1,0.2,0.29,8.6,17.4,0.5,4.2,5.1,0.83,4.9,12.3,17.1,2.3,0.9,1.0,2.1,4.6,21.7,,115.0,105.0
1987,9,1678,DET,Detroit Pistons,29.0,NBA,C,82.0,82.0,2854.0,8.4,16.8,0.5,0.1,0.3,0.29,8.3,16.5,0.51,4.1,4.6,0.89,4.0,11.9,15.9,2.5,1.2,1.1,2.0,4.7,21.0,,119.0,103.0
1988,9,1678,DET,Detroit Pistons,30.0,NBA,C,82.0,82.0,2897.0,7.7,15.6,0.49,0.2,0.7,0.33,7.4,14.9,0.5,3.2,3.6,0.87,2.8,11.2,14.0,3.4,1.1,1.3,2.3,4.8,18.7,,113.0,102.0
1989,9,1678,DET,Detroit Pistons,31.0,NBA,C,81.0,81.0,2640.0,8.5,17.1,0.5,0.6,1.6,0.35,8.0,15.5,0.52,3.4,4.0,0.84,2.6,12.1,14.8,3.4,1.0,1.9,2.5,4.9,21.1,,114.0,101.0
1990,9,1678,DET,Detroit Pistons,32.0,NBA,C,81.0,81.0,2675.0,7.2,14.9,0.48,1.1,3.0,0.36,6.1,11.9,0.52,3.1,3.7,0.85,3.2,11.7,14.8,3.3,1.1,1.6,1.9,5.3,18.7,,119.0,100.0
1991,9,1678,DET,Detroit Pistons,33.0,NBA,C,82.0,81.0,2668.0,7.3,15.2,0.48,0.7,2.4,0.3,6.6,12.8,0.51,2.4,2.9,0.84,3.4,11.0,14.4,3.1,0.7,1.1,1.9,4.7,17.7,,114.0,103.0
1992,9,1678,DET,Detroit Pistons,34.0,NBA,C,81.0,46.0,2234.0,8.0,17.1,0.47,0.8,2.0,0.38,7.3,15.1,0.48,1.6,1.8,0.89,2.4,8.1,10.6,3.8,1.2,1.3,2.4,5.3,18.4,,107.0,104.0
1993,9,1678,DET,Detroit Pistons,35.0,NBA,C,79.0,41.0,1933.0,7.8,15.3,0.51,0.3,0.7,0.37,7.5,14.6,0.52,2.5,2.8,0.89,2.9,8.2,11.2,3.4,1.2,1.1,1.6,5.6,18.3,,118.0,108.0
1994,9,1678,DET,Detroit Pistons,36.0,NBA,C,11.0,5.0,248.0,9.7,18.5,0.52,0.6,1.8,0.33,9.0,16.6,0.54,2.3,2.7,0.85,1.8,9.7,11.5,2.9,1.2,0.8,2.1,6.2,22.2,,111.0,109.0
