Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1987,28.0,IND,NBA,PF,4.0,4.0,134.0,7.8,13.3,0.588,0.0,0.0,,7.8,13.3,0.588,2.7,5.1,0.538,1.2,6.7,7.8,2.7,0.0,0.4,4.3,4.7,18.4,,95.0,109.0
1990,31.0,DAL,NBA,C,3.0,0.0,81.0,8.5,14.0,0.609,0.0,0.0,,8.5,14.0,0.609,7.9,9.8,0.813,2.4,5.5,7.9,3.0,0.6,1.2,1.8,9.8,25.0,,135.0,115.0
1993,34.0,NYK,NBA,C,7.0,0.0,69.0,3.8,10.8,0.357,0.0,0.0,,3.8,10.8,0.357,3.1,3.1,1.0,3.8,6.9,10.8,1.5,0.8,3.1,1.5,10.0,10.8,,104.0,106.0
1994,35.0,NYK,NBA,C,19.0,0.0,127.0,5.6,13.4,0.419,0.0,0.0,,5.6,13.4,0.419,0.9,1.3,0.667,4.3,4.3,8.6,1.3,1.3,4.8,3.0,8.2,12.1,,87.0,99.0
1995,36.0,NYK,NBA,C,8.0,0.0,55.0,3.0,13.2,0.231,0.0,0.0,,3.0,13.2,0.231,2.0,2.0,1.0,3.0,4.1,7.1,0.0,5.1,5.1,1.0,13.2,8.1,,73.0,93.0
1996,37.0,NYK,NBA,PF,5.0,0.0,33.0,5.1,8.5,0.6,0.0,0.0,,5.1,8.5,0.6,5.1,6.8,0.75,0.0,0.0,0.0,0.0,0.0,3.4,1.7,5.1,15.3,,117.0,110.0
1997,38.0,NYK,NBA,PF,3.0,0.0,23.0,4.7,11.9,0.4,0.0,0.0,,4.7,11.9,0.4,0.0,0.0,,0.0,2.4,2.4,0.0,0.0,0.0,0.0,9.5,9.5,,85.0,110.0
1999,40.0,NYK,NBA,C,8.0,0.0,16.0,3.5,17.7,0.2,0.0,0.0,,3.5,17.7,0.2,0.0,0.0,,0.0,10.6,10.6,0.0,0.0,0.0,0.0,10.6,7.1,,47.0,100.0
