Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2011,27,2120,SAS,San Antonio Spurs,26.0,NBA,SG,80.0,1.0,1685.0,8.8,19.5,0.45,4.0,9.5,0.42,4.8,10.0,0.48,2.6,3.2,0.81,0.6,5.4,6.0,3.0,0.8,0.1,2.4,4.6,24.2,,110.0,109.0
2012,27,2120,SAS,San Antonio Spurs,27.0,NBA,SG,56.0,7.0,1206.0,9.1,20.8,0.44,3.6,8.5,0.42,5.5,12.3,0.45,2.1,2.7,0.78,0.5,4.5,5.1,5.0,1.2,0.1,2.6,3.2,23.9,,107.0,107.0
2013,27,2120,SAS,San Antonio Spurs,28.0,NBA,SG,68.0,17.0,1484.0,8.4,20.5,0.41,3.1,8.6,0.36,5.4,11.9,0.45,2.2,2.5,0.86,0.4,4.5,4.9,4.4,1.0,0.1,2.4,3.2,22.1,,99.0,106.0
2014,31,2120,TOT,Total After Trade,29.0,NBA,SG,52.0,3.0,1114.0,9.0,22.0,0.41,3.2,8.4,0.38,5.8,13.6,0.43,4.4,4.9,0.9,0.5,3.7,4.2,3.9,0.8,0.0,3.0,3.0,25.6,,102.0,113.0
2014,17,2120,MIL,Milwaukee Bucks,29.0,NBA,SG,30.0,2.0,607.0,9.3,23.9,0.39,3.4,9.6,0.36,5.9,14.3,0.41,3.9,4.7,0.83,0.7,3.6,4.3,4.0,0.6,0.0,3.4,2.2,25.9,,98.0,117.0
2014,4,2120,CHA,Charlotte Bobcats,29.0,NBA,SG,22.0,1.0,507.0,8.7,19.9,0.44,2.9,7.1,0.41,5.8,12.8,0.46,5.0,5.2,0.96,0.2,3.9,4.1,3.8,1.1,0.0,2.6,4.0,25.3,,108.0,108.0
2015,31,2120,TOT,Total After Trade,30.0,NBA,SG,54.0,1.0,1193.0,8.1,21.7,0.37,2.2,7.1,0.3,6.0,14.6,0.41,5.0,5.8,0.87,0.6,5.0,5.6,4.3,1.0,0.0,2.8,3.8,23.4,,96.0,109.0
2015,4,2120,CHO,Charlotte Hornets,30.0,NBA,SG,43.0,0.0,931.0,7.9,22.1,0.36,2.2,7.4,0.29,5.8,14.7,0.39,4.9,5.7,0.86,0.8,4.4,5.2,4.4,0.9,0.1,3.1,3.9,22.9,,93.0,108.0
2015,18,2120,MIN,Minnesota Timberwolves,30.0,NBA,SG,11.0,1.0,262.0,8.7,20.4,0.43,2.1,6.0,0.36,6.6,14.4,0.46,5.6,6.4,0.88,0.0,6.8,6.8,3.9,1.4,0.0,1.9,3.5,25.2,,110.0,114.0
2016,30,2120,WAS,Washington Wizards,31.0,NBA,SG,40.0,2.0,807.0,9.1,19.6,0.46,2.5,6.0,0.41,6.6,13.6,0.49,2.8,3.3,0.86,0.7,4.3,5.0,2.8,1.2,0.1,1.8,3.3,23.6,,107.0,109.0
2017,1,2120,ATL,Atlanta Hawks,32.0,NBA,SG,2.0,0.0,18.0,0.0,19.2,0.0,0.0,5.5,0.0,0.0,13.7,0.0,11.0,11.0,1.0,0.0,2.7,2.7,2.7,0.0,0.0,0.0,2.7,11.0,,61.0,114.0
