Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2015,28,TOR,Toronto Raptors,DeMar DeRozan,25,4,159,15.7,0.46,0.1,0.21,3.4,15.2,8.9,26.5,1.9,0.0,10.3,27.5,0.0,0.0,0.0,-0.01,1.6,-0.8,0.8,0.1
2015,28,TOR,Toronto Raptors,Kyle Lowry,28,4,131,8.1,0.4,0.4,0.19,5.7,13.8,9.5,23.8,1.9,0.0,16.3,25.3,-0.3,0.0,-0.3,-0.12,-2.5,-2.9,-5.4,-0.1
2015,28,TOR,Toronto Raptors,Amir Johnson,27,4,112,16.0,0.67,0.03,0.41,6.7,22.7,14.2,6.3,0.5,2.3,17.0,16.6,0.2,0.0,0.2,0.09,0.2,-0.2,0.0,0.0
2015,28,TOR,Toronto Raptors,Terrence Ross,23,4,107,7.7,0.48,0.62,0.0,0.0,6.8,3.2,5.8,1.4,3.2,6.5,13.0,0.0,0.0,0.0,-0.02,-0.6,-0.5,-1.2,0.0
2015,28,TOR,Toronto Raptors,Patrick Patterson,25,4,106,16.7,0.71,0.56,0.15,4.0,11.4,7.5,7.8,1.4,0.0,9.4,13.5,0.3,0.0,0.3,0.12,4.5,-0.4,4.1,0.2
2015,28,TOR,Toronto Raptors,Jonas Valanciunas,22,4,106,17.3,0.54,0.0,0.21,9.1,31.9,19.8,3.3,1.0,0.8,8.8,19.3,0.1,0.0,0.2,0.08,2.1,-2.6,-0.5,0.0
2015,28,TOR,Toronto Raptors,Lou Williams,28,4,102,11.6,0.43,0.41,0.35,2.1,5.9,3.9,8.3,3.0,0.0,4.8,27.3,-0.1,0.0,-0.1,-0.04,-0.4,-1.5,-1.9,0.0
2015,28,TOR,Toronto Raptors,Greivis Vasquez,28,4,101,7.9,0.5,0.48,0.1,0.0,8.4,3.9,18.6,1.0,0.0,11.7,15.3,0.0,0.0,0.0,-0.01,-2.1,-1.8,-3.9,-0.1
2015,28,TOR,Toronto Raptors,Tyler Hansbrough,29,4,48,3.5,0.37,0.0,0.8,2.2,12.6,7.1,8.6,2.1,1.8,22.8,8.2,0.0,0.0,0.0,-0.04,-5.3,0.8,-4.5,0.0
2015,28,TOR,Toronto Raptors,James Johnson,27,2,12,-3.9,0.23,0.0,1.0,0.0,20.1,9.5,14.4,0.0,0.0,0.0,32.4,-0.1,0.0,-0.1,-0.44,-6.6,-8.7,-15.3,0.0
2015,28,TOR,Toronto Raptors,Greg Stiemsma,29,1,2,101.6,0.87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7,0.1,0.0,0.1,1.54,42.0,6.1,48.2,0.0
