Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1987,9,2497,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",25.0,NBA,SF,15.0,0.0,245.0,8.2,15.1,0.54,0.0,0.0,,8.2,15.1,0.54,3.7,6.5,0.56,6.5,8.0,14.5,0.6,1.2,3.5,3.5,9.8,20.0,108.0,104.0
1988,9,2497,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",26.0,NBA,SF,23.0,0.0,474.0,7.9,15.1,0.52,0.0,0.2,0.0,7.9,14.9,0.53,2.4,6.0,0.41,5.7,9.5,15.1,2.3,1.6,1.6,3.4,9.7,18.2,100.0,100.0
1989,9,2497,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",27.0,NBA,SF,17.0,0.0,409.0,4.9,9.2,0.53,0.0,0.5,0.0,4.9,8.7,0.56,3.2,4.6,0.69,7.4,15.1,22.4,2.1,0.8,1.6,3.2,7.7,12.9,113.0,99.0
1990,9,2497,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",28.0,NBA,SF,19.0,17.0,560.0,5.0,8.8,0.57,0.0,0.0,,5.0,8.8,0.57,1.7,3.3,0.51,5.1,9.8,15.0,1.6,0.8,1.2,2.9,5.8,11.7,106.0,101.0
1991,9,2497,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",29.0,NBA,SF,15.0,14.0,495.0,4.4,9.8,0.45,0.2,1.0,0.22,4.2,8.8,0.48,1.1,2.6,0.42,7.2,11.8,19.0,1.5,1.2,1.1,1.4,5.9,10.1,111.0,108.0
1992,9,2497,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",30.0,NBA,PF,5.0,5.0,156.0,5.7,9.7,0.59,0.0,0.7,0.0,5.7,9.0,0.64,1.4,2.9,0.5,5.7,12.6,18.3,3.2,1.4,0.7,2.5,6.1,12.9,111.0,99.0
1994,27,2497,SAS,San Antonio Spurs,Dennis Rodman,"May 13, 1961",32.0,NBA,PF,3.0,3.0,114.0,5.8,11.6,0.5,0.0,2.4,0.0,5.8,9.2,0.63,0.5,2.9,0.17,11.6,11.6,23.2,1.0,2.9,1.9,2.9,6.8,12.1,102.0,103.0
1995,27,2497,SAS,San Antonio Spurs,Dennis Rodman,"May 13, 1961",33.0,NBA,PF,14.0,12.0,459.0,6.1,11.2,0.54,0.0,0.6,0.0,6.1,10.6,0.57,2.3,4.1,0.57,8.0,16.1,24.1,2.1,1.4,0.0,2.9,5.9,14.5,112.0,98.0
1996,5,2497,CHI,Chicago Bulls,Dennis Rodman,"May 13, 1961",34.0,NBA,PF,18.0,15.0,620.0,4.5,9.2,0.48,0.0,0.0,,4.5,9.2,0.48,3.1,5.3,0.59,8.7,13.3,22.0,3.3,1.2,0.7,3.7,6.8,12.0,108.0,97.0
1997,5,2497,CHI,Chicago Bulls,Dennis Rodman,"May 13, 1961",35.0,NBA,PF,19.0,14.0,535.0,3.1,8.5,0.37,0.4,1.7,0.25,2.7,6.8,0.4,1.6,2.7,0.58,6.2,10.6,16.8,2.8,1.0,0.4,2.9,7.8,8.3,96.0,101.0
1998,5,2497,CHI,Chicago Bulls,Dennis Rodman,"May 13, 1961",36.0,NBA,PF,21.0,9.0,722.0,3.1,8.3,0.37,0.1,0.3,0.25,3.0,8.0,0.38,1.8,3.0,0.6,7.8,11.8,19.6,3.2,1.1,1.0,2.8,7.0,8.1,101.0,100.0
