Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,31,2000,TOT,Total After Trade,23.0,NBA,PF,55.0,2.0,819.0,5.9,12.7,0.46,0.0,0.2,0.0,5.9,12.5,0.47,2.1,2.9,0.71,3.6,6.5,10.1,1.5,1.5,1.3,1.9,4.4,13.8
1991,8,2000,DEN,Denver Nuggets,23.0,NBA,PF,17.0,0.0,279.0,7.2,15.5,0.47,0.0,0.3,0.0,7.2,15.2,0.48,2.1,2.8,0.73,4.0,7.4,11.4,2.1,2.1,1.2,2.3,5.7,16.5
1991,3,2000,NJN,New Jersey Nets,23.0,NBA,PF,38.0,2.0,540.0,5.2,11.2,0.46,0.0,0.1,0.0,5.2,11.1,0.47,2.1,2.9,0.7,3.4,6.0,9.4,1.1,1.3,1.3,1.7,3.7,12.5
1992,3,2000,NJN,New Jersey Nets,24.0,NBA,PF,82.0,24.0,1714.0,6.5,14.1,0.46,0.2,0.5,0.35,6.3,13.6,0.47,2.4,3.2,0.75,3.9,5.6,9.5,1.8,1.0,0.9,1.7,4.2,15.6
1993,9,2000,DET,Detroit Pistons,25.0,NBA,PF,81.0,46.0,2183.0,8.1,17.7,0.46,0.2,0.6,0.28,8.0,17.1,0.47,3.3,4.2,0.79,2.9,4.9,7.8,1.8,0.7,0.8,2.3,4.7,19.8
1994,9,2000,DET,Detroit Pistons,26.0,NBA,PF,80.0,74.0,2773.0,7.6,14.9,0.51,0.3,0.9,0.33,7.3,14.0,0.52,2.3,2.9,0.8,2.5,6.2,8.7,2.3,0.8,0.8,2.0,4.0,17.9
1995,9,2000,DET,Detroit Pistons,27.0,NBA,PF,72.0,69.0,2514.0,6.0,13.4,0.45,1.6,4.1,0.38,4.4,9.3,0.48,2.5,3.1,0.8,1.8,6.2,8.0,2.3,1.0,0.5,2.1,3.6,16.0
1996,9,2000,DET,Detroit Pistons,28.0,NBA,PF,82.0,5.0,1656.0,6.2,14.7,0.42,1.8,4.5,0.4,4.4,10.2,0.43,2.6,3.4,0.77,2.3,5.3,7.7,2.1,0.9,0.4,2.1,4.3,16.7
1997,9,2000,DET,Detroit Pistons,29.0,NBA,PF,79.0,5.0,1997.0,5.6,12.7,0.44,3.2,7.5,0.42,2.5,5.2,0.48,1.0,1.3,0.83,1.2,5.6,6.8,1.8,0.6,0.5,1.5,2.9,15.4
1998,16,2000,MIA,Miami Heat,30.0,NBA,PF,50.0,0.0,782.0,3.7,9.5,0.39,1.2,3.7,0.31,2.6,5.8,0.45,1.2,1.5,0.76,1.6,5.4,7.0,1.8,0.9,0.4,2.1,5.9,9.8
1999,16,2000,MIA,Miami Heat,31.0,NBA,PF,1.0,0.0,29.0,3.7,9.9,0.38,2.5,5.0,0.5,1.2,5.0,0.25,1.2,2.5,0.5,3.7,1.2,5.0,0.0,1.2,0.0,3.7,3.7,11.2
2001,12,2000,IND,Indiana Pacers,33.0,NBA,PF,14.0,0.0,113.0,3.5,10.8,0.32,1.0,5.4,0.18,2.5,5.4,0.47,0.0,0.0,,1.3,5.4,6.7,1.6,1.0,0.3,3.2,6.4,8.0
