Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2007,8,93,DEN,Denver Nuggets,15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",US,3,Syracuse
2007,8,260,DEN,Denver Nuggets,25,Steve Blake,PG,6-3,172,"February 26, 1980",US,3,Maryland
2007,8,316,DEN,Denver Nuggets,11,Earl Boykins,PG,5-5,135,"June 2, 1976",US,8,Eastern Michigan
2007,8,461,DEN,Denver Nuggets,23,Marcus Camby,C,6-11,220,"March 22, 1974",US,10,UMass
2007,8,485,DEN,Denver Nuggets,4,Anthony Carter,PG,6-1,190,"June 16, 1975",US,7,Hawaii
2007,8,740,DEN,Denver Nuggets,5,Yakhouba Diawara,SG,6-7,225,"August 29, 1982",FR,R,Pepperdine
2007,8,880,DEN,Denver Nuggets,30,Reggie Evans,PF,6-8,245,"May 18, 1980",US,4,Iowa
2007,8,1286,DEN,Denver Nuggets,31,Nene Hilario,C,6-11,250,"September 13, 1982",BR,4,
2007,8,1303,DEN,Denver Nuggets,32,Julius Hodge,SG,6-7,210,"November 18, 1983",US,1,NC State
2007,8,1390,DEN,Denver Nuggets,3,Allen Iverson,SG,6-0,165,"June 7, 1975",US,10,Georgetown
2007,8,1482,DEN,Denver Nuggets,"3, 8",DerMarr Johnson,SF,6-9,201,"May 5, 1980",US,5,Cincinnati
2007,8,1633,DEN,Denver Nuggets,43,Linas Kleiza,PF,6-8,245,"January 3, 1985",LT,1,Missouri
2007,8,1859,DEN,Denver Nuggets,6,Kenyon Martin,PF,6-9,234,"December 30, 1977",US,6,Cincinnati
2007,8,1987,DEN,Denver Nuggets,24,Andre Miller,PG,6-3,200,"March 19, 1976",US,7,Utah
2007,8,2108,DEN,Denver Nuggets,21,Eduardo Najera,PF,6-8,240,"July 11, 1976",MX,6,Oklahoma
2007,8,2548,DEN,Denver Nuggets,7,Jamal Sampson,C,6-11,235,"May 15, 1983",US,4,California
2007,8,2679,DEN,Denver Nuggets,1,J.R. Smith,SG,6-6,225,"September 9, 1985",US,2,
2007,8,2685,DEN,Denver Nuggets,8,Joe Smith,PF,6-10,225,"July 26, 1975",US,11,Maryland
