Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,18,MIN,Minnesota Timberwolves,Anthony Peeler,28,5,5,213,5.2,13.0,0.4,2.5,5.2,0.48,2.7,7.8,0.35,0.7,0.7,1.0,2.7,3.7,6.4,3.0,1.7,0.5,1.4,2.5,13.7
1998,18,MIN,Minnesota Timberwolves,Stephon Marbury,20,5,5,209,3.8,12.4,0.31,1.2,4.3,0.28,2.6,8.1,0.32,3.1,4.0,0.78,0.9,1.9,2.8,6.5,2.1,0.0,3.1,2.8,11.9
1998,18,MIN,Minnesota Timberwolves,Kevin Garnett,21,5,5,194,6.7,13.9,0.48,0.0,0.0,,6.7,13.9,0.48,1.3,1.7,0.78,3.2,5.8,8.9,3.7,0.7,2.2,4.1,3.2,14.7
1998,18,MIN,Minnesota Timberwolves,Terry Porter,34,5,4,188,5.2,12.1,0.43,1.9,4.8,0.4,3.3,7.3,0.45,2.9,3.4,0.83,1.3,3.4,4.8,3.1,1.0,0.0,0.8,1.9,15.1
1998,18,MIN,Minnesota Timberwolves,Sam Mitchell,34,5,5,177,5.3,11.8,0.45,0.6,2.8,0.21,4.7,8.9,0.52,3.5,3.9,0.9,1.4,4.1,5.5,1.6,0.2,0.2,1.0,3.7,14.6
1998,18,MIN,Minnesota Timberwolves,Tom Hammonds,30,5,1,113,3.8,8.9,0.43,0.0,0.0,,3.8,8.9,0.43,3.8,5.1,0.75,3.2,3.8,7.0,0.6,0.0,0.3,1.3,5.7,11.5
1998,18,MIN,Minnesota Timberwolves,Micheal Williams,31,4,0,58,3.7,9.3,0.4,0.6,1.2,0.5,3.1,8.1,0.38,4.3,5.6,0.78,1.2,4.3,5.6,6.8,1.9,0.6,1.9,8.7,12.4
1998,18,MIN,Minnesota Timberwolves,Reggie Jordan,30,2,0,29,6.2,9.9,0.62,1.2,1.2,1.0,5.0,8.7,0.57,1.2,2.5,0.5,3.7,7.4,11.2,3.7,1.2,0.0,0.0,6.2,14.9
1998,18,MIN,Minnesota Timberwolves,Stanley Roberts,27,1,0,8,0.0,4.5,0.0,0.0,0.0,,0.0,4.5,0.0,4.5,9.0,0.5,4.5,4.5,9.0,0.0,0.0,0.0,4.5,0.0,4.5
1998,18,MIN,Minnesota Timberwolves,Bill Curley,25,2,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,18,MIN,Minnesota Timberwolves,DeJuan Wheat,24,1,0,3,12.0,24.0,0.5,0.0,0.0,,12.0,24.0,0.5,0.0,0.0,,0.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,24.0
1998,18,MIN,Minnesota Timberwolves,Cherokee Parks,25,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
