Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
984,Langston Galloway,"December 9, 1991",498.0,64.0,21.3,2.84,7.13,0.4,1.42,3.72,0.38,1.44,3.4,0.42,0.5,0.87,1.04,0.83,0.44,1.88,2.32,1.56,0.62,0.14,0.62,1.49,7.98
