Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1986,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",23.0,NBA,C,50.0,50.0,1771.0,10.6,22.4,0.47,0.0,0.1,0.0,10.6,22.2,0.48,6.2,8.4,0.74,3.4,9.0,12.4,2.8,1.5,2.8,4.7,5.3,27.4,,99.0,101.0
1987,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",24.0,NBA,PF,63.0,63.0,2206.0,11.7,23.2,0.5,0.0,0.2,0.0,11.7,23.1,0.51,6.5,9.2,0.71,3.5,8.8,12.3,2.3,2.0,3.2,5.1,5.5,29.9,,102.0,106.0
1988,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",25.0,NBA,C,82.0,82.0,2546.0,12.5,22.5,0.56,0.0,0.1,0.0,12.5,22.5,0.56,6.5,9.1,0.72,4.7,8.2,12.9,2.4,2.0,4.7,5.5,6.3,31.5,,108.0,101.0
1989,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",26.0,NBA,C,80.0,80.0,2896.0,11.5,20.4,0.57,0.0,0.1,0.0,11.5,20.3,0.57,5.7,7.7,0.75,3.4,8.4,11.8,3.0,1.9,4.5,4.2,4.9,28.8,,115.0,103.0
1990,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",27.0,NBA,C,82.0,82.0,3165.0,14.2,25.8,0.55,0.0,0.1,0.25,14.2,25.8,0.55,7.8,10.0,0.78,3.6,10.2,13.8,2.8,1.2,5.0,4.3,5.0,36.2,,115.0,103.0
1991,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",28.0,NBA,C,81.0,81.0,3104.0,13.8,26.8,0.51,0.0,0.1,0.0,13.8,26.7,0.52,7.6,10.1,0.74,3.2,11.6,14.7,4.0,1.3,4.2,4.7,4.7,35.1,,107.0,101.0
1992,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",29.0,NBA,C,82.0,82.0,3150.0,13.0,25.0,0.52,0.0,0.1,0.17,13.0,24.9,0.52,6.2,8.4,0.74,3.7,11.4,15.1,2.6,1.4,4.0,3.4,4.5,32.3,,112.0,98.0
1993,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",30.0,NBA,C,81.0,81.0,3003.0,13.2,26.2,0.5,0.0,0.1,0.14,13.2,26.1,0.5,6.8,9.4,0.72,3.2,13.3,16.6,2.6,1.3,2.7,4.5,4.8,33.1,,105.0,94.0
1994,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",31.0,NBA,C,79.0,79.0,2972.0,13.0,26.1,0.5,0.1,0.2,0.29,12.9,25.9,0.5,7.7,10.1,0.76,3.8,11.6,15.4,3.1,1.6,3.8,4.5,4.8,33.7,,108.0,93.0
1995,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",32.0,NBA,C,79.0,79.0,2920.0,13.2,26.2,0.5,0.1,0.4,0.29,13.1,25.8,0.51,7.6,10.1,0.75,2.8,12.8,15.6,3.8,1.2,2.9,4.6,4.9,34.0,,106.0,98.0
1996,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",33.0,NBA,C,76.0,76.0,2783.0,12.8,27.6,0.47,0.1,0.5,0.14,12.8,27.1,0.47,6.7,8.7,0.76,3.0,12.3,15.3,3.0,1.3,3.5,4.2,4.7,32.4,,100.0,98.0
1997,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",34.0,NBA,C,78.0,78.0,2887.0,12.0,24.6,0.49,0.0,0.2,0.22,12.0,24.5,0.49,8.1,10.7,0.75,3.2,12.1,15.3,2.9,1.3,3.5,4.9,4.6,32.2,,104.0,96.0
1998,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",35.0,NBA,C,26.0,26.0,848.0,13.0,25.9,0.5,0.0,0.1,0.0,13.0,25.7,0.51,8.6,11.9,0.72,3.8,13.2,17.0,1.8,1.0,3.7,4.9,4.7,34.7,,103.0,94.0
1999,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",36.0,NBA,C,38.0,38.0,1300.0,10.5,24.1,0.44,0.0,0.1,0.0,10.5,24.1,0.44,6.9,9.8,0.71,3.1,12.9,16.0,1.8,1.3,4.3,4.2,4.5,27.9,,95.0,91.0
2001,21,883,SEA,Seattle Supersonics,Patrick Ewing,"August 5, 1962",38.0,NBA,C,79.0,79.0,2107.0,7.3,17.0,0.43,0.0,0.0,0.0,7.3,17.0,0.43,4.3,6.2,0.68,3.1,11.5,14.6,2.3,1.3,2.3,3.8,5.7,18.9,,93.0,102.0
2002,22,883,ORL,Orlando Magic,Patrick Ewing,"August 5, 1962",39.0,NBA,C,65.0,4.0,901.0,8.5,19.0,0.44,0.0,0.1,0.0,8.5,19.0,0.45,5.4,7.7,0.7,3.4,11.6,15.0,2.0,1.3,2.6,3.7,7.4,22.3,,96.0,101.0
