Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,2,1973,BOS,Boston Celtics,Ron Mercer,"May 18, 1976",21.0,NBA,SG,80.0,62.0,33.3,6.4,14.3,0.45,0.0,0.4,0.11,6.4,14.0,0.46,0.45,2.4,2.8,0.84,1.4,2.1,3.5,2.2,1.6,0.2,1.7,2.7,15.3
1999,2,1973,BOS,Boston Celtics,Ron Mercer,"May 18, 1976",22.0,NBA,SG,41.0,40.0,37.8,7.4,17.2,0.43,0.1,0.7,0.17,7.3,16.5,0.44,0.44,2.0,2.6,0.79,0.9,2.9,3.8,2.5,1.6,0.3,2.2,2.0,17.0
2000,31,1973,TOT,Total After Trade,Ron Mercer,"May 18, 1976",23.0,NBA,SG,68.0,68.0,35.0,6.8,15.9,0.43,0.2,0.7,0.31,6.5,15.2,0.43,0.43,3.1,4.0,0.79,0.9,2.7,3.7,2.3,1.1,0.3,2.2,2.2,16.9
2000,8,1973,DEN,Denver Nuggets,Ron Mercer,"May 18, 1976",23.0,NBA,SG,37.0,37.0,38.1,7.4,16.5,0.44,0.4,1.1,0.38,6.9,15.5,0.45,0.46,3.2,4.1,0.79,0.8,3.3,4.1,2.8,0.9,0.4,2.4,2.0,18.3
2000,22,1973,ORL,Orlando Magic,Ron Mercer,"May 18, 1976",23.0,NBA,SG,31.0,31.0,31.3,6.1,15.1,0.4,0.0,0.3,0.0,6.1,14.8,0.41,0.4,3.0,3.8,0.79,1.1,2.0,3.2,1.7,1.4,0.3,2.1,2.5,15.2
2001,5,1973,CHI,Chicago Bulls,Ron Mercer,"May 18, 1976",24.0,NBA,SG,61.0,61.0,41.6,8.2,18.4,0.45,0.2,0.8,0.3,8.0,17.6,0.45,0.45,3.1,3.7,0.82,1.2,2.7,3.9,3.3,1.3,0.4,2.1,2.4,19.7
2002,31,1973,TOT,Total After Trade,Ron Mercer,"May 18, 1976",25.0,NBA,SG,53.0,41.0,32.4,5.9,14.8,0.4,0.3,1.2,0.29,5.5,13.6,0.41,0.41,1.8,2.2,0.8,0.9,2.4,3.4,2.4,0.6,0.2,1.7,2.0,13.9
2002,5,1973,CHI,Chicago Bulls,Ron Mercer,"May 18, 1976",25.0,NBA,SG,40.0,40.0,37.6,7.2,17.9,0.4,0.4,1.4,0.3,6.7,16.5,0.41,0.41,2.1,2.7,0.78,1.1,2.8,3.9,3.0,0.8,0.3,2.0,2.2,16.8
2002,12,1973,IND,Indiana Pacers,Ron Mercer,"May 18, 1976",25.0,NBA,SG,13.0,1.0,16.4,1.9,5.2,0.37,0.1,0.4,0.2,1.8,4.8,0.39,0.38,0.8,0.8,1.0,0.5,1.3,1.8,0.8,0.2,0.2,0.7,1.7,4.8
2003,12,1973,IND,Indiana Pacers,Ron Mercer,"May 18, 1976",26.0,NBA,SG,72.0,3.0,23.2,3.4,8.3,0.41,0.0,0.2,0.19,3.3,8.1,0.42,0.41,0.9,1.1,0.8,0.4,1.7,2.1,1.6,0.7,0.2,0.8,1.7,7.7
2004,27,1973,SAS,San Antonio Spurs,Ron Mercer,"May 18, 1976",27.0,NBA,SG,39.0,0.0,13.2,2.3,5.4,0.43,0.1,0.2,0.29,2.3,5.2,0.43,0.43,0.3,0.4,0.76,0.3,1.0,1.3,0.6,0.4,0.1,0.7,0.9,5.0
2005,3,1973,NJN,New Jersey Nets,Ron Mercer,"May 18, 1976",28.0,NBA,SF,18.0,3.0,21.7,3.6,8.8,0.41,0.0,0.2,0.0,3.6,8.6,0.42,0.41,0.4,0.6,0.7,0.5,1.7,2.2,1.1,0.9,0.1,0.8,1.1,7.6
